資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考
30-006-01	世俗諺文_天理大学図書館	1329	799	兒	児	嬰兒	嬰児			2		平濁	平平濁							6305	
30-006-01	世俗諺文_天理大学図書館	1330	800	怨	怨	怨痛	怨痛			1		去	去去							6306	
30-006-01	世俗諺文_天理大学図書館	1331	800	痛	痛	怨痛	怨痛			2		去	去去							6306	
30-006-01	世俗諺文_天理大学図書館	1332	801	子	子	子訓	子訓			1		去	去去		＊クヰン					6307	
30-006-01	世俗諺文_天理大学図書館	1333	801	訓	訓	子訓	子訓			2		去	去去	クヰン	＊クヰン					6307	
30-006-01	世俗諺文_天理大学図書館	1334	802	謝	謝	謝	謝ス			1		去	去							6307	
30-006-01	世俗諺文_天理大学図書館	1335	803	子	子	子訓	子訓			1		去	去去							6308	
30-006-01	世俗諺文_天理大学図書館	1336	803	訓	訓	子訓	子訓			2		去	去去							6308	
30-006-01	世俗諺文_天理大学図書館	1337	804	子	子	子	子			1		去	去							6405	
30-006-01	世俗諺文_天理大学図書館	1338	805	參	参	參	参			1		平	平	シム	シム					6405	
30-006-01	世俗諺文_天理大学図書館	1339	806	先	先	先王	先王			1		平	平平							6405	
30-006-01	世俗諺文_天理大学図書館	1340	806	王	王	先王	先王			2		平	平平							6405	
30-006-01	世俗諺文_天理大学図書館	1341	807	福	福	福	福			1		入	入							6407	
30-006-01	世俗諺文_天理大学図書館	1342	808	服	服	服	服ス			1		入軽	入軽							6407	
30-006-01	世俗諺文_天理大学図書館	1343	809	勝	勝	勝母	勝母			1		平	平去濁							6408	
30-006-01	世俗諺文_天理大学図書館	1344	809	母	母	勝母	勝母			2		去濁	平去濁							6408	
30-006-01	世俗諺文_天理大学図書館	1345	810	鄒	鄒	鄒陽	鄒陽			1		平	平平							6409	
30-006-01	世俗諺文_天理大学図書館	1346	810	陽	陽	鄒陽	鄒陽			2		平	平平							6409	
30-006-01	世俗諺文_天理大学図書館	1347	811	上	上	上書	上書			1		去	去平							6409	
30-006-01	世俗諺文_天理大学図書館	1348	811	書	書	上書	上書			2		平	去平							6409	
30-006-01	世俗諺文_天理大学図書館	1349	812	臣	臣	臣	臣			1		平	平							6409	
30-006-01	世俗諺文_天理大学図書館	1350	813	盛	盛	盛飾	盛飾			1		去	去入軽							6409	
30-006-01	世俗諺文_天理大学図書館	1351	813	飾	飾	盛飾	盛飾			2		入軽	去入軽							6409	
30-006-01	世俗諺文_天理大学図書館	1352	814	名	名	名號	名号			1		平	平去	メイ	メイカウ					6501	
30-006-01	世俗諺文_天理大学図書館	1353	814	號	号	名號	名号			2		去	平去	カウ	メイカウ					6501	
30-006-01	世俗諺文_天理大学図書館	1354	815	縣	県	縣	県			1		去	去							6501	
30-006-01	世俗諺文_天理大学図書館	1355	816	曾	曽	曾子	曽子			1		平	平上							6501	
30-006-01	世俗諺文_天理大学図書館	1356	816	子	子	曾子	曽子			2		上	平上							6501	
30-006-01	世俗諺文_天理大学図書館	1357	817	邑	邑	邑	邑			1		入軽	入軽	イフ	イフ					6502	
30-006-01	世俗諺文_天理大学図書館	1358	818	號	号	號	号			1		去	去	カウ	カウ					6502	
30-006-01	世俗諺文_天理大学図書館	1359	819	墨	墨	墨子	墨子			1		入軽濁	入軽濁上	ホク	ホク＊					6502	
30-006-01	世俗諺文_天理大学図書館	1360	819	子	子	墨子	墨子			2		上	入軽濁上		ホク＊					6502	
30-006-01	世俗諺文_天理大学図書館	1361	820	哺	哺	哺	哺			1		去	去	ホ	ホ					6506	
30-006-01	世俗諺文_天理大学図書館	1362	821	禮	礼	禮記	礼記			1		平	平平	ライ	ライ＊					6507	
30-006-01	世俗諺文_天理大学図書館	1363	821	記	記	禮記	礼記			2		平	平平		ライ＊					6507	
30-006-01	世俗諺文_天理大学図書館	1364	822	慈	慈	慈烏	慈烏			1		平	平平	シ	シヲ					6507	
30-006-01	世俗諺文_天理大学図書館	1365	822	烏	烏	慈烏	慈烏			2		平	平平	ヲ	シヲ					6507	
30-006-01	世俗諺文_天理大学図書館	1366	823	哺	哺	哺	哺			1				ホ	ホ					6507	
30-006-01	世俗諺文_天理大学図書館	1367	824	養	養	養澤	養沢			1		上	上入軽							6507	
30-006-01	世俗諺文_天理大学図書館	1368	824	澤	沢	養澤	養沢			2		入軽	上入軽							6508	
30-006-01	世俗諺文_天理大学図書館	1369	825	慈	慈	慈烏	慈烏			1		平	平平	シ	シヲ					6508	
30-006-01	世俗諺文_天理大学図書館	1370	825	烏	烏	慈烏	慈烏			2		平	平平	ヲ	シヲ					6508	
30-006-01	世俗諺文_天理大学図書館	1371	826	食	食	食	食			1		入軽	入軽							6601	
30-006-01	世俗諺文_天理大学図書館	1372	827	憔	憔	憔悴	憔悴			1		平	平去							6601	
30-006-01	世俗諺文_天理大学図書館	1373	827	悴	悴	憔悴	憔悴			2		去	平去							6601	
30-006-01	世俗諺文_天理大学図書館	1374	828	爾	爾	爾雅	爾雅			1		去濁	去濁上濁	シ	シカ					6602	
30-006-01	世俗諺文_天理大学図書館	1375	828	雅	雅	爾雅	爾雅			2		上濁	去濁上濁	カ	シカ					6602	
30-006-01	世俗諺文_天理大学図書館	1376	829	純	純	純黒	純黒			1		平	平入軽							6603	
30-006-01	世俗諺文_天理大学図書館	1377	829	黒	黒	純黒	純黒			2		入軽	平入軽							6603	
30-006-01	世俗諺文_天理大学図書館	1378	830	慈	慈	慈烏	慈烏			1		平	平平軽							6603	
30-006-01	世俗諺文_天理大学図書館	1379	830	烏	烏	慈烏	慈烏			2		平軽	平平軽							6603	
30-006-01	世俗諺文_天理大学図書館	1380	831	曾	曽	曾參	曽参			1		平軽	平軽平		＊シム					6604	
30-006-01	世俗諺文_天理大学図書館	1381	831	參	参	曾參	曽参			2		平	平軽平	シム	＊シム					6604	
30-006-01	世俗諺文_天理大学図書館	1382	832	箕	箕	箕裘	箕裘			1		平	平平	キ	キキウ					6605	
30-006-01	世俗諺文_天理大学図書館	1383	832	裘	裘	箕裘	箕裘			2		平	平平	キウ	キキウ					6605	
30-006-01	世俗諺文_天理大学図書館	1384	833	冶	冶	良冶	良冶			2		去	＊去	ヤ	＊ヤ					6606	
30-006-01	世俗諺文_天理大学図書館	1385	834	良	良	良弓	良弓			1		平	平平							6606	
30-006-01	世俗諺文_天理大学図書館	1386	834	弓	弓	良弓	良弓			2		平	平平							6606	
30-006-01	世俗諺文_天理大学図書館	1387	835	錮	錮	錮補	錮補			1		去	去上	コ	コホ					6607	
30-006-01	世俗諺文_天理大学図書館	1388	835	補	補	錮補	錮補			2		上	去上	ホ	コホ					6607	
30-006-01	世俗諺文_天理大学図書館	1389	836	穿	穿	穿鑿	穿鑿			1		平	平入軽	セン	センサク					6607	
30-006-01	世俗諺文_天理大学図書館	1390	836	鑿	鑿	穿鑿	穿鑿			2		入軽	平入軽	サク	センサク					6607	
30-006-01	世俗諺文_天理大学図書館	1391	837	角	角	角幹	角幹			1		入軽	入軽去							6608	
30-006-01	世俗諺文_天理大学図書館	1392	837	幹	幹	角幹	角幹			2		去	入軽去							6608	
30-006-01	世俗諺文_天理大学図書館	1393	838	鬩	鬩	鬩	鬩			1		入軽	入軽	ケキ	ケキ					6704	３行前に「許歴反」の注
30-006-01	世俗諺文_天理大学図書館	1394	839	很	很	很	很			1		去	去	コン	コン					6704	原文にんべん
30-006-01	世俗諺文_天理大学図書館	1395	840	禦	禦	禦	禦			1		去	去							6704	
30-006-01	世俗諺文_天理大学図書館	1396	841	禁	禁	禁	禁			1		平軽	平軽							6704	
30-006-01	世俗諺文_天理大学図書館	1397	842	務	務	務	務			1		去濁	去濁							6704	
30-006-01	世俗諺文_天理大学図書館	1398	843	侮	侮	侮	侮			1		去濁	去濁	フ	フ					6704	
30-006-01	世俗諺文_天理大学図書館	1399	844	子	子	子夏	子夏			1		去	去去							6705	
30-006-01	世俗諺文_天理大学図書館	1400	844	夏	夏	子夏	子夏			2		去	去去							6705	
30-006-01	世俗諺文_天理大学図書館	1401	845	司	司	司馬牛	司馬牛			1		平	平去濁平濁							6705	
30-006-01	世俗諺文_天理大学図書館	1402	845	馬	馬	司馬牛	司馬牛			2		去濁	平去濁平濁							6705	
30-006-01	世俗諺文_天理大学図書館	1403	845	牛	牛	司馬牛	司馬牛			3		平濁	平去濁平濁							6705	
30-006-01	世俗諺文_天理大学図書館	1404	846	胡	胡	胡越	胡越			1		平	平入軽							6707	
30-006-01	世俗諺文_天理大学図書館	1405	846	越	越	胡越	胡越			2		入軽	平入軽							6707	
30-006-01	世俗諺文_天理大学図書館	1406	847	昆	昆	昆弟	昆弟			1		平	平去	コム	コムテイ					6707	
30-006-01	世俗諺文_天理大学図書館	1407	847	弟	弟	昆弟	昆弟			2		去	平去	テイ	コムテイ					6707	
30-006-01	世俗諺文_天理大学図書館	1408	848	鄒	鄒	鄒陽	鄒陽			1		平	平平	ス	ス＊					6708	
30-006-01	世俗諺文_天理大学図書館	1409	848	陽	陽	鄒陽	鄒陽			2		平	平平		ス＊					6707	
30-006-01	世俗諺文_天理大学図書館	1410	849	上	上	上書	上書			1		去	去平							6708	
30-006-01	世俗諺文_天理大学図書館	1411	849	書	書	上書	上書			2		平	去平							6708	
30-006-01	世俗諺文_天理大学図書館	1412	850	田	田	田余	田余			1		平	平平							6708	
30-006-01	世俗諺文_天理大学図書館	1413	850	余	余	田余	田余			2		平	平平							6708	
30-006-01	世俗諺文_天理大学図書館	1414	851	越	越	越蒙	越蒙			1		入軽	入軽平							6708	
30-006-01	世俗諺文_天理大学図書館	1415	851	蒙	蒙	越蒙	越蒙			2		平	入軽平							6708	
30-006-01	世俗諺文_天理大学図書館	1416	852	骨	骨	骨	骨			1		入軽	入軽							6801	
30-006-01	世俗諺文_天理大学図書館	1417	853	讎	讎	讎敵	讎敵			1		平	平入軽	シユ	シユ＊					6801	
30-006-01	世俗諺文_天理大学図書館	1418	853	敵	敵	讎敵	讎敵			2		入軽	平入軽		シユ＊					6801	
30-006-01	世俗諺文_天理大学図書館	1419	854	朱	朱	朱象	朱象			1		平	平去		＊シヤウ					6801	
30-006-01	世俗諺文_天理大学図書館	1420	854	象	象	朱象	朱象			2		去	平去	シヤウ	＊シヤウ					6801	
30-006-01	世俗諺文_天理大学図書館	1421	855	管	管	管蔡	管蔡			1		上	上去							6801	
30-006-01	世俗諺文_天理大学図書館	1422	855	蔡	蔡	管蔡	管蔡			2		去	上去	サイ	＊サイ					6801	
30-006-01	世俗諺文_天理大学図書館	1423	856	三	三	三從	三従			1		平	平去		＊シヨウ					6802	
30-006-01	世俗諺文_天理大学図書館	1424	856	從	従	三從	三従			2		去	平去	シヨウ	＊シヨウ					6802	
30-006-01	世俗諺文_天理大学図書館	1425	857	婦	婦	婦人	婦人			1		去	去平濁	フ	フ＊					6803	
30-006-01	世俗諺文_天理大学図書館	1426	857	人	人	婦人	婦人			2		平濁	去平濁		フ＊					6803	
30-006-01	世俗諺文_天理大学図書館	1427	858	父	父	父兄	父兄			1		上	上平							6803	
30-006-01	世俗諺文_天理大学図書館	1428	858	兄	兄	父兄	父兄			2		平	上平							6803	
30-006-01	世俗諺文_天理大学図書館	1429	859	教	教	教命	教命			1		去	去＊							6804	
30-006-01	世俗諺文_天理大学図書館	1430	860	世	世	世變	世変			1		去	去去							6807	
30-006-01	世俗諺文_天理大学図書館	1431	860	變	変	世變	世変			2		去	去去							6807	
30-006-01	世俗諺文_天理大学図書館	1432	861	偕	偕	偕老	偕老			1		平	平上							6808	
30-006-01	世俗諺文_天理大学図書館	1433	861	老	老	偕老	偕老			2		上	平上							6808	
30-006-01	世俗諺文_天理大学図書館	1434	862	契	契	契闊	契闊			1		入	入入軽	ケツ	ケツクワツ					6809	
30-006-01	世俗諺文_天理大学図書館	1435	862	闊	闊	契闊	契闊			2		入軽	入入軽	クワツ	ケツクワツ					6809	
30-006-01	世俗諺文_天理大学図書館	1436	863	松	松	松蘿	松蘿			1		平	平平							6901	
30-006-01	世俗諺文_天理大学図書館	1437	863	蘿	蘿	松蘿	松蘿			2		平	平平							6901	
30-006-01	世俗諺文_天理大学図書館	1438	864	葛	葛	葛	葛			1				カツ	カツ					6902	
30-006-01	世俗諺文_天理大学図書館	1439	865	女	女	女蘿	女蘿			1		去濁	去濁平							6902	
30-006-01	世俗諺文_天理大学図書館	1440	865	蘿	蘿	女蘿	女蘿			2		平	去濁平							6902	
30-006-01	世俗諺文_天理大学図書館	1441	866	寄	寄	寄生	寄生			1		平	平＊							6902	
30-006-01	世俗諺文_天理大学図書館	1442	867	絲	絲	□絲	□絲			2		平	＊平	シ	＊シ					6903	
30-006-01	世俗諺文_天理大学図書館	1443	868	野	野	野合	野合			1		去	去入	ヤ	ヤカフ					6904	
30-006-01	世俗諺文_天理大学図書館	1444	868	合	合	野合	野合			2		入	去入	カフ	ヤカフ					6904	
30-006-01	世俗諺文_天理大学図書館	1445	869	魯	魯	魯	魯			1		去	去	ロ	ロ					6905	
30-006-01	世俗諺文_天理大学図書館	1446	870	昌	昌	昌平郷	昌平郷			1		平軽	平軽平平軽		＊＊キヤウ					6905	
30-006-01	世俗諺文_天理大学図書館	1447	870	平	平	昌平郷	昌平郷			2		平	平軽平平軽		＊＊キヤウ					6905	
30-006-01	世俗諺文_天理大学図書館	1448	870	郷	郷	昌平郷	昌平郷			3		平軽	平軽平平軽	キヤウ	＊＊キヤウ					6905	
30-006-01	世俗諺文_天理大学図書館	1449	871	陬	陬	陬邑	陬邑			1		平	平入軽	シユ	シユイフ					6905	
30-006-01	世俗諺文_天理大学図書館	1450	871	邑	邑	陬邑	陬邑			2		入軽	平入軽	イフ	シユイフ					6905	
30-006-01	世俗諺文_天理大学図書館	1451	872	先	先	先	先			1		平	平							6905	
30-006-01	世俗諺文_天理大学図書館	1452	873	宋	宋	宋人	宋人			1		去	去＊							6905	
30-006-01	世俗諺文_天理大学図書館	1453	874	防	防	防防叔	防防叔			1		平	平＊入		＊＊シク					6906	
30-006-01	世俗諺文_天理大学図書館	1454	874	叔	叔	防防叔	防防叔			3		入	平＊入	シク	＊＊シク					6906	
30-006-01	世俗諺文_天理大学図書館	1455	875	伯	伯	伯伯夏	伯伯夏			1		入	入＊去							6906	
30-006-01	世俗諺文_天理大学図書館	1456	875	夏	夏	伯伯夏	伯伯夏			3		去	入＊去							6906	
30-006-01	世俗諺文_天理大学図書館	1457	876	叔	叔	叔梁_	叔梁_			1		入	入平入軽		＊＊コツ					6906	
30-006-01	世俗諺文_天理大学図書館	1458	876	梁	梁	叔梁_	叔梁_			2		平	入平入軽		＊＊コツ					6906	
30-006-01	世俗諺文_天理大学図書館	1459	876	_	_	叔梁_	叔梁_			3		入軽	入平入軽	コツ	＊＊コツ					6906	
30-006-01	世俗諺文_天理大学図書館	1460	877	顔	顔	顔氏	顔氏			1		平濁	平濁＊							6906	
30-006-01	世俗諺文_天理大学図書館	1461	878	尼	尼	尼丘	尼丘			1			＊平	チ	チ＊					6907	
30-006-01	世俗諺文_天理大学図書館	1462	878	丘	丘	尼丘	尼丘			2		平	＊平		チ＊					6907	
30-006-01	世俗諺文_天理大学図書館	1463	879	魯	魯	魯	魯			1		去	去							6907	
30-006-01	世俗諺文_天理大学図書館	1464	880	襄	襄	襄公	襄公			1		平	平＊	シヤウ	シヤウ＊					6907	
30-006-01	世俗諺文_天理大学図書館	1465	881	丘	丘	丘	丘			1		平軽	平軽							6908	
30-006-01	世俗諺文_天理大学図書館	1466	882	同	同	同穴	同穴			1		平	平入軽							7001	
30-006-01	世俗諺文_天理大学図書館	1467	882	穴	穴	同穴	同穴			2		入軽	平入軽							7001	
30-006-01	世俗諺文_天理大学図書館	1468	883	牝	牝	牝鷄	牝鶏			1			＊平	ヒン	ヒン＊					7003	
30-006-01	世俗諺文_天理大学図書館	1469	883	鷄	鶏	牝鷄	牝鶏			2		平	＊平		ヒン＊					7003	
30-006-01	世俗諺文_天理大学図書館	1470	884	糟	糟	糟糠	糟糠			1		平	平平		＊カウ					7006	
30-006-01	世俗諺文_天理大学図書館	1471	884	糠	糠	糟糠	糟糠			2		平	平平	カウ	＊カウ					7006	
30-006-01	世俗諺文_天理大学図書館	1472	885	弘	弘	弘仲子	弘仲子			1		平	平去去							7007	
30-006-01	世俗諺文_天理大学図書館	1473	885	仲	仲	弘仲子	弘仲子			2		去	平去去							7007	
30-006-01	世俗諺文_天理大学図書館	1474	885	子	子	弘仲子	弘仲子			3		去	平去去							7007	
30-006-01	世俗諺文_天理大学図書館	1475	886	弘	弘	弘	弘			1		平	平	コウ	コウ					7007	
30-006-01	世俗諺文_天理大学図書館	1476	887	湖	湖	湖陽公王	湖陽公王			1		平	平平平去							7008	
30-006-01	世俗諺文_天理大学図書館	1477	887	陽	陽	湖陽公王	湖陽公王			2		平	平平平去							7008	
30-006-01	世俗諺文_天理大学図書館	1478	887	公	公	湖陽公王	湖陽公王			3		平	平平平去							7008	
30-006-01	世俗諺文_天理大学図書館	1479	887	王	王	湖陽公王	湖陽公王			4		去	平平平去							7008	
30-006-01	世俗諺文_天理大学図書館	1480	888	弘	弘	弘	弘			1		平	平							7008	
30-006-01	世俗諺文_天理大学図書館	1481	889	弘	弘	弘	弘			1		平	平							7008	
30-006-01	世俗諺文_天理大学図書館	1482	890	王	王	王子年	王子年			1		平	平上平							7103	
30-006-01	世俗諺文_天理大学図書館	1483	890	子	子	王子年	王子年			2		上	平上平							7103	
30-006-01	世俗諺文_天理大学図書館	1484	890	年	年	王子年	王子年			3		平	平上平							7103	
30-006-01	世俗諺文_天理大学図書館	1485	891	拾	拾	拾遺	拾遺			1		入	入平							7103	
30-006-01	世俗諺文_天理大学図書館	1486	891	遺	遺	拾遺	拾遺			2		平	入平							7103	
30-006-01	世俗諺文_天理大学図書館	1487	892	孫	孫	孫和	孫和			1		平	平平							7103	
30-006-01	世俗諺文_天理大学図書館	1488	892	和	和	孫和	孫和			2		平	平平							7103	
30-006-01	世俗諺文_天理大学図書館	1489	893	鄭	鄭	鄭夫人	鄭夫人			1		去	去＊＊	テイ	テイ＊＊					7103	
30-006-01	世俗諺文_天理大学図書館	1490	894	和	和	和月	和月			1		平	平＊	クワ	クワ＊					7103	
30-006-01	世俗諺文_天理大学図書館	1491	895	大	大	大精	大精			1		去	去平							7104	
30-006-01	世俗諺文_天理大学図書館	1492	895	精	精	大精	大精			2		平	去平							7104	
30-006-01	世俗諺文_天理大学図書館	1493	896	和	和	和	和			1		平	平							7105	
30-006-01	世俗諺文_天理大学図書館	1494	897	大	大	大醫	大医			1		去	去平							7105	
30-006-01	世俗諺文_天理大学図書館	1495	897	醫	医	大醫	大医			2		平	去平							7105	
30-006-01	世俗諺文_天理大学図書館	1496	898	獺	獺	白獺	白獺			2		入軽	＊入軽	ライ	＊ライ					7105	仮名別筆
30-006-01	世俗諺文_天理大学図書館	1497	899	和	和	和王	和王			1		平	平＊							7106	
30-006-01	世俗諺文_天理大学図書館	1498	900	屑	屑	鬼屑	鬼屑			2		入軽	＊入軽							7106	
30-006-01	世俗諺文_天理大学図書館	1499	901	富	富	富春	富春			1		去	去平							7107	
30-006-01	世俗諺文_天理大学図書館	1500	901	春	春	富春	富春			2		平	去平							7107	
30-006-01	世俗諺文_天理大学図書館	1501	902	差	差	差	差ス			1		平軽	平軽							7202	
30-006-01	世俗諺文_天理大学図書館	1502	903	嬖	嬖	嬖欲	嬖欲			1			＊入	ヘイ	ヘイ＊					7203	入声点あるか
30-006-01	世俗諺文_天理大学図書館	1503	903	欲	欲	嬖欲	嬖欲			2		入	＊入		ヘイ＊					7203	
30-006-01	世俗諺文_天理大学図書館	1504	904	寵	寵	寵	寵			1		上	上							7204	
30-006-01	世俗諺文_天理大学図書館	1505	905	丹	丹	丹脂	丹脂			1		平	平＊							7204	「舟」に作る
30-006-01	世俗諺文_天理大学図書館	1506	906	妖	妖	妖惑	妖惑			1		平	平入	エウ	エウ＊					7204	
30-006-01	世俗諺文_天理大学図書館	1507	906	惑	惑	妖惑	妖惑			2		入	平入		エウ＊					7204	
30-006-01	世俗諺文_天理大学図書館	1508	907	淫	淫	淫俗	淫俗			1		平	平入軽							7205	
30-006-01	世俗諺文_天理大学図書館	1509	907	俗	俗	淫俗	淫俗			2		入軽	平入軽							7205	
30-006-01	世俗諺文_天理大学図書館	1510	908	山	山	山海經	山海経			1		去	去上濁＊	セン	セン＊＊					7207	
30-006-01	世俗諺文_天理大学図書館	1511	908	海	海	山海經	山海経			2		上濁	去上濁＊		セン＊＊					7207	
30-006-01	世俗諺文_天理大学図書館	1512	909	俗	俗	俗	俗			1		入	入							7207	
30-006-01	世俗諺文_天理大学図書館	1513	910	婦	婦	婦人	婦人			1		去	去＊							7207	
30-006-01	世俗諺文_天理大学図書館	1514	911	死	死	死麕	死麕			1		去	去平		＊エン					7209	
30-006-01	世俗諺文_天理大学図書館	1515	911	麕	麕	死麕	死麕			2		平	去平	エン	＊エン					7209	
30-006-01	世俗諺文_天理大学図書館	1516	912	禮	礼	禮	礼			1		上	上							7209	
30-006-01	世俗諺文_天理大学図書館	1517	913	強	強	強暴	強暴			1		平	平去							7209	
30-006-01	世俗諺文_天理大学図書館	1518	913	暴	暴	強暴	強暴			2		去	平去							7209	
30-006-01	世俗諺文_天理大学図書館	1519	914	淫	淫	淫風	淫風			1		平	平平軽							7301	
30-006-01	世俗諺文_天理大学図書館	1520	914	風	風	淫風	淫風			2		平軽	平平軽							7301	
30-006-01	世俗諺文_天理大学図書館	1521	915	化	化	化	化			1		去	去							7301	
30-006-01	世俗諺文_天理大学図書館	1522	916	禮	礼	禮	礼			1		上	上							7302	
30-006-01	世俗諺文_天理大学図書館	1523	917	雁	雁	雁弊	雁弊			1		去濁	去濁去							7302	
30-006-01	世俗諺文_天理大学図書館	1524	917	弊	弊	雁弊	雁弊			2		去	去濁去							7302	
30-006-01	世俗諺文_天理大学図書館	1525	918	婚	婚	婚	婚			1		平	平							7302	
30-006-01	世俗諺文_天理大学図書館	1526	919	紂	紂	紂	紂			1				チウ	チウ					7302	「チヤウ」を上書きし訂正
30-006-01	世俗諺文_天理大学図書館	1527	920	脱	脱	脱脱	脱脱			1		去	去去		＊セイ		音田			7304	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1528	920	脱	脱	脱脱	脱脱			2		去	去去	セイ	＊セイ					7304	「子細」の注釈、別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1529	921	脱	脱	脱	脱			1		去	去	テン	テン					7305	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1530	922	脱	脱	脱脱	脱脱			1		去	去去	テン	テンセイ					7305	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1531	922	脱	脱	脱脱	脱脱			2		去	去去	セイ	テンセイ					7305	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1532	923	箋	箋	箋	箋			1				セン	セン					7305	
30-006-01	世俗諺文_天理大学図書館	1533	924	貞	貞	貞女	貞女			1		平	平去濁							7305	
30-006-01	世俗諺文_天理大学図書館	1534	924	女	女	貞女	貞女			2		去濁	平去濁							7305	
30-006-01	世俗諺文_天理大学図書館	1535	925	吉	吉	吉士	吉士			1		入	入去							7305	
30-006-01	世俗諺文_天理大学図書館	1536	925	士	士	吉士	吉士			2		去	入去							7305	
30-006-01	世俗諺文_天理大学図書館	1537	926	脱	脱	脱脱然	脱脱然			1		去	去＊平濁	テン	テン＊＊					7306	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1538	926	然	然	脱脱然	脱脱然			3		平濁	去＊平濁		テン＊＊					7306	
30-006-01	世俗諺文_天理大学図書館	1539	927	強	強	強暴	強暴			1		平	平去							7306	
30-006-01	世俗諺文_天理大学図書館	1540	927	暴	暴	強暴	強暴			2		去	平去							7306	
30-006-01	世俗諺文_天理大学図書館	1541	928	感	感	感動	感動			1		上	上去							7306	
30-006-01	世俗諺文_天理大学図書館	1542	928	動	動	感動	感動			2		去	上去							7306	
30-006-01	世俗諺文_天理大学図書館	1543	929	脱	脱	脱	脱			1		去	去	セイ	セイ					7306	別字を意図したか
30-006-01	世俗諺文_天理大学図書館	1544	930	佩	佩	佩巾	佩巾			1		去	去平							7306	
30-006-01	世俗諺文_天理大学図書館	1545	930	巾	巾	佩巾	佩巾			2		平	去平							7307	
30-006-01	世俗諺文_天理大学図書館	1546	931	箋	箋	箋	箋			1		平軽	平軽							7307	
30-006-01	世俗諺文_天理大学図書館	1547	932	節	節	節	節			1		入軽	入軽							7307	
30-006-01	世俗諺文_天理大学図書館	1548	933	佩	佩	佩飾	佩飾			1		去	去入軽							7307	
30-006-01	世俗諺文_天理大学図書館	1549	933	飾	飾	佩飾	佩飾			2		入軽	去入軽							7307	
30-006-01	世俗諺文_天理大学図書館	1550	934	夜	夜	夜行	夜行			1		去	去平							7401	
30-006-01	世俗諺文_天理大学図書館	1551	934	行	行	夜行	夜行			2		平	去平							7401	
30-006-01	世俗諺文_天理大学図書館	1552	935	禮	礼	禮志	礼志			1		平	平平							7402	
30-006-01	世俗諺文_天理大学図書館	1553	935	志	志	禮志	礼志			2		平	平平							7402	
30-006-01	世俗諺文_天理大学図書館	1554	936	賢	賢	賢愚經	賢愚経			1		去濁	去濁上上							7405	
30-006-01	世俗諺文_天理大学図書館	1555	936	愚	愚	賢愚經	賢愚経			2		上	去濁上上							7405	
30-006-01	世俗諺文_天理大学図書館	1556	936	經	経	賢愚經	賢愚経			3		上	去濁上上							7405	
30-006-01	世俗諺文_天理大学図書館	1557	937	計	計	不可計劫	不可計劫			3		平	＊＊平＊	ケ	＊＊ケ＊					7405	
30-006-01	世俗諺文_天理大学図書館	1558	938	天	天	四天下	四天下			2		去	＊去平濁							7409	
30-006-01	世俗諺文_天理大学図書館	1559	938	下	下	四天下	四天下			3		平濁	＊去平濁							7409	
30-006-01	世俗諺文_天理大学図書館	1560	939	帝	帝	帝釋	帝釈			1		平	平入							7501	
30-006-01	世俗諺文_天理大学図書館	1561	939	釋	釈	帝釋	帝釈			2		入	平入							7501	
30-006-01	世俗諺文_天理大学図書館	1562	940	理	理	理	理			1		去	去							7603	
30-006-01	世俗諺文_天理大学図書館	1563	941	尹	尹	尹吉甫	尹吉甫			1		上	上入上	ヰン	ヰン＊フ					7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1564	941	吉	吉	尹吉甫	尹吉甫			2		入	上入上		ヰン＊フ					7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1565	941	甫	甫	尹吉甫	尹吉甫			3		上	上入上	フ	ヰン＊フ					7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1566	942	伯	伯	伯奇	伯奇			1		入	入平							7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1567	942	奇	奇	伯奇	伯奇			2		平	入平							7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1568	943	奇	奇	奇	奇			1		平	平	キ	キ					7606	割り注内
30-006-01	世俗諺文_天理大学図書館	1569	944	伯	伯	伯奇	伯奇			1		入	入平	ハク	ハクキ					7607	
30-006-01	世俗諺文_天理大学図書館	1570	944	奇	奇	伯奇	伯奇			2		平	入平	キ	ハクキ					7607	
30-006-01	世俗諺文_天理大学図書館	1571	945	伯	伯	伯對	伯対			1		入	入平軽							7607	
30-006-01	世俗諺文_天理大学図書館	1572	945	對	対	伯對	伯対			2		平軽	入平軽							7607	
30-006-01	世俗諺文_天理大学図書館	1573	946	賢	賢	賢愚經	賢愚経			1		去濁	去濁上濁上							7704	
30-006-01	世俗諺文_天理大学図書館	1574	946	愚	愚	賢愚經	賢愚経			2		上濁	去濁上濁上							7704	
