資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	国立国会図書館デジタルコレクション複製本リンク
40-045-01	東洋文庫本法華経音訓	152	152	徳	_	徳	徳			1	1	入	入	トク	トク				序品	04b1_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	153	153	本	本	本	本			1	1	平	平	ホン	ホン				序品	04b2_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	154	154	常	常	常	常			1	1	上濁／去濁	上濁／去濁	シヤウ	シヤウ				序品	04b2_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	155	155	爲	爲	爲	爲			1	1	上	上	ヰ	ヰ				序品	04b2_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	156	156	之	之	之	之			1	1	上	上	シ	シ				序品	04b2_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	157	157	稱	稱	稱	稱			1	1	上／去	上／去	シヨウ	シヨウ				"序品,(稱,秤)"	04b3_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	158	158	秤	秤	秤	秤			1	1	(上／去)	(上／去)	(シヨウ)	(シヨウ)				"序品,同(稱,秤)"	04b3_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	159	159	歎	歎	歎	歎			1	1	平	平	タン	タン				"序品,(歎,嘆)"	04b3_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	160	160	嘆	嘆	嘆	嘆			1	1	(平)	(平)	(タン)	(タン)				"序品,同(歎,嘆)"	04b3_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	161	161	以	以	以	以			1	1	平	平	イ	イ				"序品,(以,_)"	04b4_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	162	162	_	_	_	_			1	1	(平)	(平)	(イ)	(イ)				"序品,同(以,_)"	04b4_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	163	163	慈	慈	慈	慈			1	1	上濁／去濁	上濁／去濁	シ	シ				序品	04b4_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	164	164	修	修	修	修			1	1	上／去	上／去	シユ	シユ				序品	04b4_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	165	165	身	身	身	身			1	1	上／去	上／去	シン	シン				序品	04b5_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	166	166	善	善	善	善			1	1	平濁	平濁	セン	セン				"序品,(善,譱)"	04b5_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	167	167	善	譱	善	譱			1	1	(平濁)	(平濁)	(セン)	(セン)				"序品,同(善,譱)"	04b5_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	168	168	入	入	入	入			1	1	入	入	ニフ	ニフ				序品	04b5_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	169	169	慧	慧	慧	慧			1	1	平	平	エ	エ				"序品,(慧,惠)"	04b6_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	170	170	惠	惠	惠	惠			1	1	(平)	(平)	(エ)	(エ)				"序品,同(慧,惠)"	04b6_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	171	171	通	通	通	通			1	1	上／去	上／去	ツウ	ツウ				序品	04b6_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	172	172	達	達	達	達			1	1	入濁	入濁	タツ	タツ				序品	04b6_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	173	173	智	智	智	智			1	1	平	平	チ	チ				序品	05a1_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	174	174	到	到	到	到			1	1	平	平	タウ	タウ				序品	05a1_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	175	175	彼	彼	彼	彼			1	1	平	平	ヒ	ヒ				序品	05a1_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	176	176	岸	岸	岸	岸			1	1	平濁	平濁	カン	カン				序品	05a1_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	177	177	普	普	普	普			1	1	平	平	フ	フ				序品	05a2_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	178	178	世	世	世	世			1	1	平	平	セ	セ				"序品,(世,丗)"	05a2_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	179	179	世	丗	世	丗			1	1	(平)	(平)	(セ)	(セ)				"序品,同(世,丗)"	05a2_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	180	180	界	界	界	界			1	1	平	平	カイ	カイ				序品	05a2_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	181	181	能	能	能	能			1	1	上／去	上／去	ノウ	ノウ				序品	05a3_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	182	182	度	度	度	度			1	1	平濁／入	平濁／入	ト／タク	ト／タク				序品	05a3_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	183	183	數	數	數	數			1	1	平／入	平／入	シユ／ソク	シユ／ソク				序品	05a3_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	184	184	生	生	生	生			1	1	上／去	上／去	シヤウ	シヤウ				序品	05a3_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	185	185	文	文	文	文			1	1	去	去	モン	モン				序品	05a4_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	186	186	殊	殊	殊	殊			1	1	上／去	上／去	シユ	シユ				序品	05a4_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	187	187	師	師	師	師			1	1	上／去	上／去	シ	シ				序品	05a4_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	188	188	觀	觀	觀	觀			1	1	平／去	平／去	クワン	クワン				序品	05a4_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	189	189	音	音	音	音			1	1	上／去	上／去	ヲン	ヲン				序品	05a5_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	190	190	勢	勢	勢	勢			1	1	平	平	セイ	セイ				"序品,(勢,勢,__)"	05a5_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	191	191	勢	勢	勢	勢			1	1	(平)	(平)	(セイ)	(セイ)				"序品,同(勢,勢,__)"	05a5_3	前項と字形同じ	https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	192	192	__	__	__	__			1	1	(平)	(平)	(セイ)	(セイ)				"序品,同(勢,勢,__)"	05a5_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	193	193	精	精	精	精			1	1	上／去	上／去	シヤウ	シヤウ				序品	05a6_1		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	194	194	進	進	進	進			1	1	平	平	シン	シン				序品	05a6_2		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	195	195	休	休	休	休			1	1	平	平	ク	ク				序品	05a6_3		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	196	196	息	息	息	息			1	1	入	入	ソク	ソク				序品	05a6_4		https://dl.ndl.go.jp/pid/3438692/1/6
40-045-01	東洋文庫本法華経音訓	197	197	寶	寶	寶	寶			1	1	平	平	ホウ	ホウ				序品	05b1_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	198	198	掌	掌	掌	掌			1	1	平	平	シヤウ	シヤウ				序品	05b1_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	199	199	藥	藥	藥	藥			1	1	入	入	ヤク	ヤク				序品	05b1_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	200	200	勇	勇	勇	勇			1	1	上／去	上／去	ユ	ユ				序品	05b1_4	勇の上部の「マ」は「コ」	https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	201	201	施	施	施	施			1	1	平	平	セ	セ				序品	05b2_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	202	202	月	月	月	月			1	1	入濁	入濁	クワツ	クワツ				序品	05b2_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	203	203	光	光	光	光			1	1	去	去	クワウ	クワウ				"序品,(光,_)"	05b2_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	204	204	光	_	光	_			1	1	(去)	(去)	(クワウ)	(クワウ)				"序品,同(光,_)"	05b2_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	205	205	滿	滿	滿	滿			1	1	平	平	マン	マン				序品	05b3_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	206	206	力	力	力	力			1	1	入	入	リキ	リキ				序品	05b3_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	207	207	越	越	越	越			1	1	入	入	ヲツ	ヲツ				序品	05b3_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	208	208	_	_	_	_			1	1	入濁	入濁	ハツ	ハツ				序品	05b3_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	209	209	勒	勒	勒	勒			1	1	入	入	ロク	ロク				序品	05b4_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	210	210	積	積	積	積			1	1	入	入	シヤク／シ	シヤク／シ				序品	05b4_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	211	211	導	導	導	導			1	1	平濁	平濁	タウ	タウ				序品	05b4_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	212	212	爾	_	爾	_			1	1	平／上	平／上	ニ	ニ				"序品,(_,爾)"	05b4_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	213	213	爾	爾	爾	爾			1	1	(平／上)	(平／上)	(ニ)	(ニ)				"序品,同(_,爾)"	05b5_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	214	214	釋	釋	釋	釋			1	1	入	入	シヤク	シヤク				序品	05b5_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	215	215	桓	桓	桓	桓			1	1	去	去	クワン	クワン				序品	05b5_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	216	216	因	因	因	因			1	1	去	去	イン	イン				序品	05b5_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	217	217	天	天	天	天			1	1	上／去	上／去	テン	テン				序品	05b6_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	218	218	香	香	香	香			1	1	上／去	上／去	カウ	カウ				"序品,(香,_)"	05b6_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	219	219	_	_	_	_			1	1	(上／去)	(上／去)	(カウ)	(カウ)				"序品,同(香,_)"	05b6_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	220	220	四	四	四	四			1	1	平	平	シ	シ				序品	05b6_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	221	221	娑	娑	娑	娑			1	1	平／上／去	平／上／去	シヤ	シヤ				序品	06a1_1	婆―（「―婆」の誤か）	https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	222	222	主	主	主	主			1	1	平	平	シユ	シユ				序品	06a1_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	223	223	尸	尸	尸	尸			1	1	上／去	上／去	シ	シ				序品	06a1_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	224	224	棄	棄	棄	棄			1	1	平	平	キ	キ				序品	06a1_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	225	225	明	明	明	明			1	1	上／去	上／去	ミヤウ	ミヤウ				"序品,(明,_)"	06a2_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	226	226	_	_	_	_			1	1	(上／去)	(上／去)	(ミヤウ)	(ミヤウ)				"序品,同(明,_)"	06a2_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	227	227	龍	龍	龍	龍			1	1	上／去	上／去	リウ	リウ				序品	06a2_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	228	228	跋	跋	跋	跋			1	1	入濁	入濁	ハツ	ハツ				序品	06a2_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	229	229	和	和	和	和			1	1	上／去	上／去	ワ	ワ				"序品,(和,_)"	06a3_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	230	230	和	_	和	_			1	1	(上／去)	(上／去)	(ワ)	(ワ)				"序品,同(和,_)"	06a3_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	231	231	吉	吉	吉	吉			1	1	入	入	キチ	キチ				序品	06a3_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	232	232	叉	叉	叉	叉			1	1	上	上	シヤ	シヤ				序品	06a3_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	233	233	斯	斯	斯	斯			1	1	平	平	シ	シ				序品	06a4_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	234	234	鉢	鉢	鉢	鉢			1	1	入	入	ハチ	ハチ				"序品,(鉢,_)"	06a4_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	235	235	_	_	_	_			1	1	(入)	(入)	(ハチ)	(ハチ)				"序品,同(鉢,_)"	06a4_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	236	236	各	各	各	各			1	1	入	入	カク	カク				序品	06a4_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	237	237	干	干	干	干			1	1	去	去	カン	カン				序品	06a5_1	"若―,野―"	https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	238	238	緊	緊	緊	緊			1	1	平	平	キン	キン				序品	06a5_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	239	239	持	持	持	持			1	1	上濁／去濁	上濁／去濁	チ	チ				序品	06a5_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	240	240	乾	乾	乾	乾			1	1	去	去	ケン／カン	ケン／カン				"序品,(乾,__)"	06a6_1		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	241	241	乾	__	乾	__			1	1	(去)	(去)	(ケン／カン)	(ケン／カン)				"序品,同(乾,__)"	06a6_2		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	242	242	闥	闥	闥	闥			1	1	入濁	入濁	タツ	タツ				序品	06a6_3		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	243	243	美	美	美	美			1	1	平	平	ミ	ミ				序品	06a6_4		https://dl.ndl.go.jp/pid/3438692/1/7
40-045-01	東洋文庫本法華経音訓	244	244	稚	稚	稚	稚			1	1	上／去	上／去	チ	チ				序品	06b1_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	245	245	脩	脩	脩	脩			1	1	上	上	シユ	シユ				序品	06b1_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	246	246	_	_	_	_			1	1	上／去	上／去	カ	カ				序品	06b1_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	247	247	騫	騫	騫	騫			1	1	平	平	コン	コン				"序品,(騫,愆)"	06b1_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	248	248	愆	愆	愆	愆			1	1	(平)	(平)	(コン)	(コン)				"序品,同(騫,愆)"	06b2_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	249	249	毘	_	毘	_			1	1	上濁／去濁	上濁／去濁	ヒ	ヒ				序品	06b2_2	仮名注「ヒ」字の下部欠落	https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	250	250	質	質	質	質			1	1	入	入	シチ	シチ				序品	06b2_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	251	251	威	威	威	威			1	1	上／去	上／去	ヰ	ヰ				序品	06b2_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	252	252	意	意	意	意			1	1	平	平	イ	イ				序品	06b3_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	253	253	韋	韋	韋	韋			1	1	上／去	上／去	ヰ	ヰ				序品	06b3_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	254	254	希	希	希	希			1	1	上／去	上／去	ケ	ケ				序品	06b3_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	255	255	禮	禮	禮	禮			1	1	平	平	ライ	ライ				"序品,(禮,礼)"	06b3_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	256	256	禮	礼	禮	礼			1	1	(平)	(平)	(ライ)	(ライ)				"序品,同(禮,礼)"	06b4_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	257	257	足	足	足	足			1	1	入	入	ソク	ソク				序品	06b4_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	258	258	坐	坐	坐	坐			1	1	平濁	平濁	サ	サ				序品	06b4_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	259	259	面	面	面	面			1	1	平	平	メン	メン				"序品,(面,_)"	06b4_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	260	260	面	_	面	_			1	1	(平)	(平)	(メン)	(メン)				"序品,同(面,_)"	06b5_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	261	261	尊	尊	尊	尊			1	1	去	去	ソン	ソン				序品	06b5_2	尊の上部は「酋」	https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	262	262	圍	圍	圍	圍			1	1	上／去	上／去	ヰ	ヰ				序品	06b5_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	263	263	繞	繞	繞	繞			1	1	平／去	平／去	ネウ	ネウ				"序品,(繞,遶)"	06b5_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	264	264	遶	遶	遶	遶			1	1	(平／去)	(平／去)	(ネウ)	(ネウ)				"序品,同(繞,遶)"	06b6_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	265	265	恭	恭	恭	恭			1	1	上／去	上／去	ク	ク				序品	06b6_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	266	266	敬	敬	敬	敬			1	1	平	平	キヤウ	キヤウ				序品	06b6_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	267	267	重	重	重	重			1	1	平濁／去濁	平濁／去濁	チウ	チウ				序品	06b6_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	268	268	讃	讃	讃	讃			1	1	平	平	サン	サン				"序品,(讃,賛,贊,__)"	07a1_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	269	269	贊	賛	贊	賛			1	1	(平)	(平)	(サン)	(サン)				"序品,同(讃,賛,贊,__)"	07a1_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	270	270	贊	贊	贊	贊			1	1	(平)	(平)	(サン)	(サン)				"序品,同(讃,賛,贊,__)"	07a1_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	271	271	__	__	__	__			1	1	(平)	(平)	(サン)	(サン)				"序品,同(讃,賛,贊,__)"	07a1_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	272	272	乘	乗	乘	乗			1	1	上濁／去濁	上濁／去濁	シヨウ	シヨウ				序品	07a2_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	273	273	義	義	義	義			1	1	平濁	平濁	キ	キ				序品	07a2_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	274	274	教	_	教	_			1	1	平	平	ケウ	ケウ				序品	07a2_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	275	275	護	護	護	護			1	1	平濁	平濁	コ	コ				"序品,(護,_,_)"	07a2_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	276	276	_	_	_	_			1	1	(平濁)	(平濁)	(コ)	(コ)				"序品,同(護,_,_)"	07a3_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	277	277	_	_	_	_			1	1	(平濁)	(平濁)	(コ)	(コ)				"序品,同(護,_,_)"	07a3_2		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	278	278	念	念	念	念			1	1	平	平	ネン	ネン				序品	07a3_3		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	279	279	此	此	此	此			1	1	平	平	シ	シ				序品	07a3_4		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	280	280	跏	跏	跏	跏			1	1	上	上	カ	カ				序品	07a4_1		https://dl.ndl.go.jp/pid/3438692/1/8
40-045-01	東洋文庫本法華経音訓	281	281	趺	趺	趺	趺			1	1	平	平	フ	フ				序品	07a4_2		https://dl.ndl.go.jp/pid/3438692/1/8
