資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-055-01	ドチリーナ・キリシタン_東洋文庫	192	104	養	養	御養子	御養子	go yǒji		2				ヤゥ	ゴヤゥジ					003-07	バチカン本「御やうし」012-03。ローマ字本、右傍"yǒxi"の書き入れあり	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	193	104	子	子	御養子	御養子	go yǒji		3				ジ	ゴヤゥジ					003-07	バチカン本「御やうし」012-03。ローマ字本、右傍"yǒxi"の書き入れあり	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	194	104	御	御	御養子	御養子	go yǒxi		1				ゴ	ゴヤゥシ					003-07	右傍欄外の墨書例	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	195	104	養	養	御養子	御養子	go yǒxi		2				ヤゥ	ゴヤゥシ					003-07	右傍欄外の墨書例	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	196	104	子	子	御養子	御養子	go yǒxi		3				シ	ゴヤゥシ					003-07	右傍欄外の墨書例	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	197	105	天	天	天	天	ten		1				テン	テン					003-07		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	198	106	弟	弟	弟	弟	de		1				デ	デ					003-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	199	107	師	師	師	師	xi		1				シ	シ					003-13		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	200	108	御	御	御養子	御養子	go yǒji		1				ゴ	ゴヤゥジ					003-13	バチカン本「御やうし」012-08。ローマ字本、右傍"yǒx"の書き入れあり	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	201	108	養	養	御養子	御養子	go yǒji		2				ヤゥ	ゴヤゥジ					003-13	バチカン本「御やうし」012-08。ローマ字本、右傍"yǒx"の書き入れあり	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	202	108	子	子	御養子	御養子	go yǒji		3				ジ	ゴヤゥジ					003-13	バチカン本「御やうし」012-08。ローマ字本、右傍"yǒx"の書き入れあり	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	203	108	御	御	御養子	御養子	go yǒx□		1				ゴ	ゴヤゥシ					003-13	右傍欄外の墨書例。	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	204	108	養	養	御養子	御養子	go yǒx□		2				ヤゥ	ゴヤゥシ					003-13	右傍欄外の墨書例。	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	205	108	子	子	御養子	御養子	go yǒx□		3				シ	ゴヤゥシ					003-13	右傍欄外の墨書例。	x□
50-055-01	ドチリーナ・キリシタン_東洋文庫	206	109	天	天	天	天	ten		1				テン	テン					003-14		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	207	110	弟	弟	弟	弟	de		1				デ	デ					003-16		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	208	111	師	師	師	師	xi		1				シ	シ					003-17		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	209	112	心	心	心中	心中	xingiǔ		1				シン	シンヂュゥ					003-17		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	210	112	中	中	心中	心中	xingiǔ		2				ヂュゥ	シンヂュゥ					003-17		giǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	211	113	弟	弟	弟	弟	de		1				デ	デ					003-20		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	212	114	師	師	師	師	xi		1				シ	シ					003-23		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	213	115	心	心	心中	心中	xingiǔ		1				シン	シンヂュゥ					004-01		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	214	115	中	中	心中	心中	xingiǔ		2				ヂュゥ	シンヂュゥ					004-01		giǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	215	116	死	死	死する	死する	xisuru	混種語	1				シ	シスル					004-02		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	216	117	覺	覺	覺悟	覺悟	cacugo		1				カク	カクゴ					004-04	バチカン本「かくご」013-08	cacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	217	117	悟	悟	覺悟	覺悟	cacugo		2				ゴ	カクゴ					004-04	バチカン本「かくご」013-08	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	218	118	弟	弟	弟	弟	de		1				デ	デ					004-05		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	219	119	師	師	師	師	xi		1				シ	シ					004-07		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	220	120	弟	弟	弟	弟	de		1				デ	デ					004-08		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	221	121	師	師	師	師	xi		1				シ	シ					004-10		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	222	122	弟	弟	弟	弟	de		1				デ	デ					004-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	223	123	師	師	師	師	xi		1				シ	シ					004-14		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	224	124	萬	萬	萬事	萬事	banji		1				バン	バンジ					004-14		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	225	124	事	事	萬事	萬事	banji		2				ジ	バンジ					004-14		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	226	125	弟	弟	弟	弟	de		1				デ	デ					004-16		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	227	126	師	師	師	師	xi		1				シ	シ					004-17		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	228	127	天	天	天	天	ten		1				テン	テン					004-19		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	229	128	地	地	地	地	chi		1				チ	チ					004-21		chi
50-055-01	ドチリーナ・キリシタン_東洋文庫	230	129	弟	弟	弟	弟	de		1				デ	デ					004-23		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	231	130	帝	帝	帝王	帝王	teivǒ		1				テイ	テイワゥ					005-02		tei
50-055-01	ドチリーナ・キリシタン_東洋文庫	232	130	王	王	帝王	帝王	teivǒ		2				ワゥ	テイワゥ					005-02		vǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	233	130	帝	帝	帝王	帝王	teivǒ		1				テイ	テイワゥ					005-05		tei
50-055-01	ドチリーナ・キリシタン_東洋文庫	234	130	王	王	帝王	帝王	teivǒ		2				ワゥ	テイワゥ					005-05		vǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	235	130	帝	帝	帝王	帝王	teivǒ		1				テイ	テイワゥ					005-05		tei
50-055-01	ドチリーナ・キリシタン_東洋文庫	236	130	王	王	帝王	帝王	teivǒ		2				ワゥ	テイワゥ					005-05		vǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	237	131	第	第	第二	第二	daini		1				ダイ	ダイニ					005-11		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	238	131	二	二	第二	第二	daini		2				ニ	ダイニ					005-11		ni
50-055-01	ドチリーナ・キリシタン_東洋文庫	239	132	師	師	師	師	xi		1				シ	シ					005-14		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	240	133	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					005-15		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	241	134	信	信	信心	信心	xinjin		1				シン	シンジン					005-16		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	242	134	心	心	信心	信心	xinjin		2				ジン	シンジン					005-16		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	243	135	肝	肝	肝要	肝要	canyô		1				カン	カンヨゥ					005-21		can
50-055-01	ドチリーナ・キリシタン_東洋文庫	244	135	要	要	肝要	肝要	canyô		2				ヨゥ	カンヨゥ					005-21		yô
50-055-01	ドチリーナ・キリシタン_東洋文庫	245	136	文	文	文	文	mon		1				モン	モン					006-01	バチカン本「もん」016-05	mon
50-055-01	ドチリーナ・キリシタン_東洋文庫	246	137	弟	弟	弟	弟	de		1				デ	デ					006-04		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	247	138	師	師	師	師	xi		1				シ	シ					006-05		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	248	139	弟	弟	弟	弟	de		1				デ	デ					006-06		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	249	140	師	師	師	師	xi		1				シ	シ					006-07		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	250	141	解	解	解脱し	解脱し	guedat xi	混種語	1				ゲ	ゲダっシ					006-08	バチカン本「げだつし」016-11	gue
50-055-01	ドチリーナ・キリシタン_東洋文庫	251	141	脱	脱	解脱し	解脱し	guedat xi	混種語	2				ダっ	ゲダっシ					006-08	バチカン本「げだつし」016-11	dat
50-055-01	ドチリーナ・キリシタン_東洋文庫	252	142	弟	弟	弟	弟	de		1				デ	デ					006-09		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	253	143	解	解	解脱	解脱	guedat		1				ゲ	ゲダっ					006-09	バチカン本「げだつ」016-12	gue
50-055-01	ドチリーナ・キリシタン_東洋文庫	254	143	脱	脱	解脱	解脱	guedat		2				ダっ	ゲダっ					006-09	バチカン本「げだつ」016-12	dat
50-055-01	ドチリーナ・キリシタン_東洋文庫	255	144	師	師	師	師	xi		1				シ	シ					006-10		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	256	145	自	自	自由	自由	iiyǔ		1				ジ	ジユゥ					006-10	バチカン本「じゆう」016-13	ii
50-055-01	ドチリーナ・キリシタン_東洋文庫	257	145	由	由	自由	自由	iiyǔ		2				ユゥ	ジユゥ					006-10	バチカン本「じゆう」016-13	yǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	258	146	弟	弟	弟	弟	de		1				デ	デ					006-11		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	259	147	自	自	自由	自由	jiyǔ		1				ジ	ジユゥ					006-11	バチカン本「じゆう」016-14	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	260	147	由	由	自由	自由	jiyǔ		2				ユゥ	ジユゥ					006-11	バチカン本「じゆう」016-14	yǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	261	148	師	師	師	師	xi		1				シ	シ					006-12		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	262	149	自	自	自由	自由	jiyǔ		1				ジ	ジユゥ					006-13	バチカン本「じゆう」017-02	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	263	149	由	由	自由	自由	jiyǔ		2				ユゥ	ジユゥ					006-13	バチカン本「じゆう」017-02	yǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	264	150	弟	弟	弟	弟	de		1				デ	デ					006-14		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	265	151	師	師	師	師	xi		1				シ	シ					006-16		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	266	152	弟	弟	弟	弟	de		1				デ	デ					006-17		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	267	153	師	師	師	師	xi		1				シ	シ					006-18		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	268	154	天	天	天狗	天狗	tengu		1				テン	テング					006-18		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	269	154	狗	狗	天狗	天狗	tengu		2				グ	テング					006-18		gu
50-055-01	ドチリーナ・キリシタン_東洋文庫	270	155	天	天	天魔	天魔	tenma		1				テン	テンマ					006-20	バチカン本「てんま」017-07	ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	271	155	魔	魔	天魔	天魔	tenma		2				マ	テンマ					006-20	バチカン本「てんま」017-07	ma
50-055-01	ドチリーナ・キリシタン_東洋文庫	272	156	天	天	天狗	天狗	tengu		1				テン	テング					006-22		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	273	156	狗	狗	天狗	天狗	tengu		2				グ	テング					006-22		gu
50-055-01	ドチリーナ・キリシタン_東洋文庫	274	157	進	進	進退する	進退する	xindai suru	混種語	1				シン	シンダイスル					006-22		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	275	157	退	退	進退する	進退する	xindai suru	混種語	2				ダイ	シンダイスル					006-22		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	276	158	御	御	御功力	御功力	go curiqi		1				ゴ	ゴクリキ					007-07		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	277	158	功	功	御功力	御功力	go curiqi		2				ク	ゴクリキ					007-07		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	278	158	力	力	御功力	御功力	go curiqi		3				リキ	ゴクリキ					007-07		riqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	279	159	天	天	天魔	天魔	tenma		1				テン	テンマ					007-07	バチカン本「てんま」018-12	ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	280	159	魔	魔	天魔	天魔	tenma		2				マ	テンマ					007-07	バチカン本「てんま」018-12	ma
50-055-01	ドチリーナ・キリシタン_東洋文庫	281	160	解	解	解脱	解脱	guedat		1				ゲ	ゲダっ					007-10	バチカン本「げだつ」018-05	gue
50-055-01	ドチリーナ・キリシタン_東洋文庫	282	160	脱	脱	解脱	解脱	guedat		2				ダっ	ゲダっ					007-10	バチカン本「げだつ」018-05	dat
50-055-01	ドチリーナ・キリシタン_東洋文庫	283	161	自	自	自由	自由	jiyǔ		1				ジ	ジユゥ					007-10	バチカン本「じゆう」018-05	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	284	161	由	由	自由	自由	jiyǔ		2				ユゥ	ジユゥ					007-10	バチカン本「じゆう」018-05	yǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	285	162	恩	恩	恩	恩	von		1				ヲン	ヲン					007-11		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	286	163	主	主	主人	主人	xujin		1				シュ	シュジン					007-12		xu
50-055-01	ドチリーナ・キリシタン_東洋文庫	287	163	人	人	主人	主人	xujin		2				ジン	シュジン					007-12		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	288	164	恩	恩	恩	恩	von		1				ヲン	ヲン					007-13		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	289	165	天	天	天狗	天狗	tengu		1				テン	テング					007-15		ten
50-055-01	ドチリーナ・キリシタン_東洋文庫	290	165	狗	狗	天狗	天狗	tengu		2				グ	テング					007-15		gu
50-055-01	ドチリーナ・キリシタン_東洋文庫	291	166	人	人	科人	科人	toganin	混種語	2				ニン	トガニン					007-15		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	292	167	自	自	自由	自由	jiyǔ		1				ジ	ジユゥ					007-16	バチカン本「じゆう」018-10	ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	293	167	由	由	自由	自由	jiyǔ		2				ユゥ	ジユゥ					007-16	バチカン本「じゆう」018-10	yǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	294	168	御	御	御恩	御恩	go von		1				ゴ	ゴヲン					007-16		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	295	168	恩	恩	御恩	御恩	go von		2				ヲン	ゴヲン					007-16		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	296	169	弟	弟	弟	弟	de		1				デ	デ					007-18		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	297	170	師	師	師	師	xi		1				シ	シ					007-19		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	298	171	弟	弟	弟	弟	de		1				デ	デ					007-21		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	299	172	師	師	師	師	xi		1				シ	シ					007-22		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	300	173	文	文	文	文	mon		1				モン	モン					007-22	バチカン本「もん」019-03	mon
50-055-01	ドチリーナ・キリシタン_東洋文庫	301	174	弟	弟	弟	弟	de		1				デ	デ					008-01		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	302	175	文	文	文	文	mon		1				モン	モン					008-01	バチカン本「もん」019-05	mon
50-055-01	ドチリーナ・キリシタン_東洋文庫	303	176	師	師	師	師	xi		1				シ	シ					008-03		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	304	177	敵	敵	敵	敵	teqi		1				テキ	テキ					008-06	バチカン本「てき」019-09	teqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	305	178	一	一	一句	一句	yccu		1				イッ	イック					008-07		yc
50-055-01	ドチリーナ・キリシタン_東洋文庫	306	178	句	句	一句	一句	yccu		2				ク	イック					008-07		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	307	178	一	一	一句	一句	yccu		1				イッ	イック					008-09		yc
50-055-01	ドチリーナ・キリシタン_東洋文庫	308	178	句	句	一句	一句	yccu		2				ク	イック					008-09		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	309	178	一	一	一句	一句	yccu		1				イッ	イック					008-10		yc
50-055-01	ドチリーナ・キリシタン_東洋文庫	310	178	句	句	一句	一句	yccu		2				ク	イック					008-10		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	311	179	弟	弟	弟	弟	de		1				デ	デ					008-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	312	180	子	子	子細	子細	xisai		1				シ	シサイ					008-13	バチカン本「しさい」020-03	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	313	180	細	細	子細	子細	xisai		2				サイ	シサイ					008-13	バチカン本「しさい」020-03	sai
