資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	漢語内位置	単字長	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2044	1218	師	師	師	師	xi		1				シ	シ					055-06		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2045	1219	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					055-06		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2046	1220	害	害	害せ	害せ	gaixe	混種語	1				ガイ	ガイセ					055-06	バチカン本「がいせ」092-05	gai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2047	1221	惡	惡	惡事	惡事	acuji		1				アク	アクジ					055-07		acu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2048	1221	事	事	惡事	惡事	acuji		2				ジ	アクジ					055-07		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	2049	1222	弟	弟	弟	弟	de		1				デ	デ					055-11		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2050	1223	主	主	主人	主人	xujin		1				シュ	シュジン					055-11		xu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2051	1223	人	人	主人	主人	xujin		2				ジン	シュジン					055-11		jin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2052	1224	被	被	被官	被官	fiquan		1				ヒ	ヒクヮン					055-11	バチカン本「ひくはん」092-10	fi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2053	1224	官	官	被官	被官	fiquan		2				クヮン	ヒクヮン					055-11	バチカン本「ひくはん」092-10	quan
50-055-01	ドチリーナ・キリシタン_東洋文庫	2054	1225	以	以	以下	以下	ygue		1				イ	イゲ					055-11		y
50-055-01	ドチリーナ・キリシタン_東洋文庫	2055	1225	下	下	以下	以下	ygue		2				ゲ	イゲ					055-11		gue
50-055-01	ドチリーナ・キリシタン_東洋文庫	2056	1226	成	成	成敗する	成敗する	xeibai suru	混種語	1				セイ	セイバイスル					055-11	バチカン本「せいばいする」092-10	xei
50-055-01	ドチリーナ・キリシタン_東洋文庫	2057	1226	敗	敗	成敗する	成敗する	xeibai suru	混種語	2				バイ	セイバイスル					055-11	バチカン本「せいばいする」092-10	bai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2058	1227	師	師	師	師	xi		1				シ	シ					055-13		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2059	1228	子	子	子細	子細	xisai		1				シ	シサイ					055-13	バチカン本「しさい」092-12	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2060	1228	細	細	子細	子細	xisai		2				サイ	シサイ					055-13	バチカン本「しさい」092-12	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2061	1229	進	進	進退する	進退する	xindai suru	混種語	1				シン	シンダイスル					055-13	バチカン本「しんだいする」092-12	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2062	1229	退	退	進退する	進退する	xindai suru	混種語	2				ダイ	シンダイスル					055-13	バチカン本「しんだいする」092-12	dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2063	1230	害	害	害する	害する	gai suru	混種語	1				ガイ	ガイスル					055-14	バチカン本「がいする」092-13	gai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2064	1231	子	子	子細	子細	xisai		1				シ	シサイ					055-14	バチカン本「しさい」092-13	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2065	1231	細	細	子細	子細	xisai		2				サイ	シサイ					055-14	バチカン本「しさい」092-13	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2066	1231	子	子	子細	子細	xisai		1				シ	シサイ					055-16	バチカン本「しさい」093-01	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2067	1231	細	細	子細	子細	xisai		2				サイ	シサイ					055-16	バチカン本「しさい」093-01	sai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2068	1232	進	進	進退	進退	xindai		1				シン	シンダイ					055-16	バチカン本「しんだい」093-01	xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2069	1232	退	退	進退	進退	xindai		2				ダイ	シンダイ					055-16	バチカン本「しんだい」093-01	dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2070	1233	弟	弟	弟	弟	de		1				デ	デ					055-18		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2071	1234	惡	惡	惡事	惡事	acuji		1				アク	アクジ					055-18		acu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2072	1234	事	事	惡事	惡事	acuji		2				ジ	アクジ					055-18		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	2073	1235	師	師	師	師	xi		1				シ	シ					055-20		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2074	1236	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					055-20		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2075	1237	遺	遺	遺恨	遺恨	ycon		1				イ	イコン					055-20	バチカン本「いこん」093-05	y
50-055-01	ドチリーナ・キリシタン_東洋文庫	2076	1237	恨	恨	遺恨	遺恨	ycon		2				コン	イコン					055-20	バチカン本「いこん」093-05	con
50-055-01	ドチリーナ・キリシタン_東洋文庫	2077	1238	義	義	義	義	gui		1				ギ	ギ					055-23	バチカン本「儀」093-07	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	2078	1239	弟	弟	弟	弟	de		1				デ	デ					056-01		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2079	1240	第	第	第六	第六	dai rocu		1				ダイ	ダイロク					056-01		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2080	1240	六	六	第六	第六	dai rocu		2				ロク	ダイロク					056-01		rocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2081	1241	師	師	師	師	xi		1				シ	シ					056-03		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2082	1242	所	所	所作	所作	xosa		1				ショ	ショサ					056-03		xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2083	1242	作	作	所作	所作	xosa		2				サ	ショサ					056-03		sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	2084	1243	男	男	男女	男女	nannho		1				ナン	ナンニョ					056-03	バチカン本「なんによ」093-10	
50-055-01	ドチリーナ・キリシタン_東洋文庫	2085	1243	女	女	男女	男女	nannho		2				ニョ	ナンニョ					056-03	バチカン本「なんによ」093-10	nho
50-055-01	ドチリーナ・キリシタン_東洋文庫	2086	1244	淫	淫	淫亂	淫亂	inran		1				イン	インラン					056-03	バチカン本「いんらん」093-10	in
50-055-01	ドチリーナ・キリシタン_東洋文庫	2087	1244	亂	亂	淫亂	淫亂	inran		2				ラン	インラン					056-03	バチカン本「いんらん」093-10	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2088	1245	弟	弟	弟	弟	de		1				デ	デ					056-06		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2089	1246	所	所	所作	所作	xosa		1				ショ	ショサ					056-06		xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2090	1246	作	作	所作	所作	xosa		2				サ	ショサ					056-06		sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	2091	1247	師	師	師	師	xi		1				シ	シ					056-09		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2092	1248	心	心	心中	心中	xingiǔ		1				シン	シンヂュゥ					056-09		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2093	1248	中	中	心中	心中	xingiǔ		2				ヂュゥ	シンヂュゥ					056-09		giǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2094	1249	第	第	第九	第九	daicu		1				ダイ	ダイク					056-10		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2095	1249	九	九	第九	第九	daicu		2				ク	ダイク					056-10		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2096	1250	別	別	別	別	bet		1				ベっ	ベっ					056-10		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2097	1251	弟	弟	弟	弟	de		1				デ	デ					056-12		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2098	1252	師	師	師	師	xi		1				シ	シ					056-14		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2099	1253	草	草	草紙	草紙	sǒxi		1				サゥ	サゥシ					056-16	バチカン本「さうし」094-08	sǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2100	1253	紙	紙	草紙	草紙	sǒxi		2				シ	サゥシ					056-16	バチカン本「さうし」094-08	xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2101	1254	弟	弟	弟	弟	de		1				デ	デ					056-19		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2102	1255	第	第	第七	第七	daixichi		1				ダイ	ダイシチ					056-19		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2103	1255	七	七	第七	第七	daixichi		2				シチ	ダイシチ					056-19		xichi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2104	1256	師	師	師	師	xi		1				シ	シ					056-21		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2105	1257	他	他	他人	他人	tanin		1				タ	タニン					056-21		ta
50-055-01	ドチリーナ・キリシタン_東洋文庫	2106	1257	人	人	他人	他人	tanin		2				ニン	タニン					056-21		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2107	1258	財	財	財寶	財寶	zaifô		1				ザイ	ザイホゥ					056-21		zai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2108	1258	寶	寶	財寶	財寶	zaifô		2				ホゥ	ザイホゥ					056-21		fô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2109	1259	同	同	同心	同心	dôxin		1				ドゥ	ドゥシン					056-22		dô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2110	1259	心	心	同心	同心	dôxin		2				シン	ドゥシン					056-22		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2111	1260	合	合	合力	合力	cǒriocu		1				カゥ	カゥリョク					057-01		cǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2112	1260	力	力	合力	合力	cǒriocu		2				リョク	カゥリョク					057-01		riocu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2113	1261	弟	弟	弟	弟	de		1				デ	デ					057-03		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2114	1262	師	師	師	師	xi		1				シ	シ					057-05		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2115	1263	第	第	第十個條目	第十個條目	dai jiccagiô me		1				ダイ	ダイジッカヂョゥメ					057-05	バチカン本「第十ヶ条目」095-04	dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2116	1263	十	十	第十個條目	第十個條目	dai jiccagiô me		2				ジッ	ダイジッカヂョゥメ					057-05	バチカン本「第十ヶ条目」095-04	jic
50-055-01	ドチリーナ・キリシタン_東洋文庫	2117	1263	個	個	第十個條目	第十個條目	dai jiccagiô me		3				カ	ダイジッカヂョゥメ					057-05	バチカン本「第十ヶ条目」095-04	ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	2118	1263	條	條	第十個條目	第十個條目	dai jiccagiô me		4				ヂョゥ	ダイジッカヂョゥメ					057-05	バチカン本「第十ヶ条目」095-04	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2119	1263	目	目	第十個條目	第十個條目	dai jiccagiô me		5				メ	ダイジッカヂョゥメ					057-05	バチカン本「第十ヶ条目」095-04	me
50-055-01	ドチリーナ・キリシタン_東洋文庫	2120	1264	別	別	別	別	bet		1				ベっ	ベっ					057-06		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2121	1265	弟	弟	弟	弟	de		1				デ	デ					057-07		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2122	1266	第	第	第八	第八	dai fachi		1				ダイ	ダイハチ					057-07		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2123	1266	八	八	第八	第八	dai fachi		2				ハチ	ダイハチ					057-07		fachi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2124	1267	師	師	師	師	xi		1				シ	シ					057-09		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2125	1268	讒	讒	讒言	讒言	zanguen		1				ザン	ザンゲン					057-09	バチカン本「ざんげん」095-07	zan
50-055-01	ドチリーナ・キリシタン_東洋文庫	2126	1268	言	言	讒言	讒言	zanguen		2				ゲン	ザンゲン					057-09	バチカン本「ざんげん」095-07	guen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2127	1269	邪	邪	邪推せ	邪推せ	jasui xe	混種語	1				ジャ	ジャスイセ					057-13	バチカン本「じやすいせ」095-11	ja
50-055-01	ドチリーナ・キリシタン_東洋文庫	2128	1269	推	推	邪推せ	邪推せ	jasui xe	混種語	2				スイ	ジャスイセ					057-13	バチカン本「じやすいせ」095-11	sui
50-055-01	ドチリーナ・キリシタン_東洋文庫	2129	1270	虚	虛	虚言	虛言	qiogon		1				キョ	キョゴン					057-14	バチカン本「きよごん」095-11	qio
50-055-01	ドチリーナ・キリシタン_東洋文庫	2130	1270	言	言	虚言	虛言	qiogon		2				ゴン	キョゴン					057-14	バチカン本「きよごん」095-11	gon
50-055-01	ドチリーナ・キリシタン_東洋文庫	2131	1271	弟	弟	弟	弟	de		1				デ	デ					057-15		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2132	1272	第	第	第九	第九	dai cu		1				ダイ	ダイク					057-15		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2133	1272	九	九	第九	第九	dai cu		2				ク	ダイク					057-15		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2134	1273	分	分	分別	分別	funbet		1				フン	フンベっ					057-15		fun
50-055-01	ドチリーナ・キリシタン_東洋文庫	2135	1273	別	別	分別	分別	funbet		2				ベっ	フンベっ					057-15		bet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2136	1274	師	師	師	師	xi		1				シ	シ					057-17		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2137	1275	他	他	他人	他人	tanin		1				タ	タニン					057-17		ta
50-055-01	ドチリーナ・キリシタン_東洋文庫	2138	1275	人	人	他人	他人	tanin		2				ニン	タニン					057-17		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2139	1276	戀	戀	戀慕	戀慕	renbo		1				レン	レンボ					057-17	バチカン本「れんぼ」095-14	ren
50-055-01	ドチリーナ・キリシタン_東洋文庫	2140	1276	慕	慕	戀慕	戀慕	renbo		2				ボ	レンボ					057-17	バチカン本「れんぼ」095-14	bo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2141	1277	淫	淫	淫亂	淫亂	inran		1				イン	インラン					057-18	バチカン本「いんらん」096-01	in
50-055-01	ドチリーナ・キリシタン_東洋文庫	2142	1277	亂	亂	淫亂	淫亂	inran		2				ラン	インラン					057-18	バチカン本「いんらん」096-01	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2143	1278	妄	妄	妄念	妄念	mǒnen		1				マゥ	マゥネン					057-18	バチカン本「まうねん」096-02	mǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2144	1278	念	念	妄念	妄念	mǒnen		2				ネン	マゥネン					057-18	バチカン本「まうねん」096-02	nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2145	1279	執	執	執着する	執着する	xǔgiacu suru	混種語	1				シュゥ	シュゥヂャク					057-19	バチカン本「しうぢやくする」096-03	xǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2146	1279	着	着	執着する	執着する	xǔgiacu suru	混種語	2				ヂャク	シュゥヂャク					057-19	バチカン本「しうぢやくする」096-03	giacu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2147	1280	弟	弟	弟	弟	de		1				デ	デ					057-21		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2148	1281	淫	淫	淫亂	淫亂	inran		1				イン	インラン					057-21	バチカン本「いんらん」096-04	in
50-055-01	ドチリーナ・キリシタン_東洋文庫	2149	1281	亂	亂	淫亂	淫亂	inran		2				ラン	インラン					057-21	バチカン本「いんらん」096-04	ran
50-055-01	ドチリーナ・キリシタン_東洋文庫	2150	1282	念	念	念	念	nen		1				ネン	ネン					057-21	バチカン本「ねん」096-04	nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2151	1283	師	師	師	師	xi		1				シ	シ					057-23		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2152	1284	義	義	義	義	gui		1				ギ	ギ					057-23	バチカン本「儀」096-06	gui
50-055-01	ドチリーナ・キリシタン_東洋文庫	2153	1285	念	念	念	念	nen		1				ネン	ネン					057-23	バチカン本「ねん」096-06	nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2154	1286	功	功	功力	功力	curiqi		1				ク	クリキ					058-01		cu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2155	1286	力	力	功力	功力	curiqi		2				リキ	クリキ					058-01		riqi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2156	1287	念	念	念	念	nen		1				ネン	ネン					058-02	バチカン本「ねん」096-08	nen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2157	1288	弟	弟	弟	弟	de		1				デ	デ					058-05		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2158	1289	第	第	第十	第十	daijǔ		1				ダイ	ダイジュゥ					058-05		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2159	1289	十	十	第十	第十	daijǔ		2				ジュゥ	ダイジュゥ					058-05		jǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2160	1290	師	師	師	師	xi		1				シ	シ					058-07		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2161	1291	他	他	他人	他人	tanin		1				タ	タニン					058-07		ta
50-055-01	ドチリーナ・キリシタン_東洋文庫	2162	1291	人	人	他人	他人	tanin		2				ニン	タニン					058-07		nin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2163	1292	財	財	財寶	財寶	zaifô		1				ザイ	ザイホゥ					058-07		zai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2164	1292	寶	寶	財寶	財寶	zaifô		2				ホゥ	ザイホゥ					058-07		fô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2165	1293	弟	弟	弟	弟	de		1				デ	デ					058-08		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2166	1294	十	十	十個條	十個條	jiccagiô		1				ジッ	ジッカヂョゥ					058-08	バチカン本「十ヶ条」096-13	jic
50-055-01	ドチリーナ・キリシタン_東洋文庫	2167	1294	個	個	十個條	十個條	jiccagiô		2				カ	ジッカヂョゥ					058-08	バチカン本「十ヶ条」096-13	ca
50-055-01	ドチリーナ・キリシタン_東洋文庫	2168	1294	條	條	十個條	十個條	jiccagiô		3				ヂョゥ	ジッカヂョゥ					058-08	バチカン本「十ヶ条」096-13	giô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2169	1295	師	師	師	師	xi		1				シ	シ					058-11		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2170	1296	萬	萬	萬事	萬事	banji		1				バン	バンジ					058-11		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	2171	1296	事	事	萬事	萬事	banji		2				ジ	バンジ					058-11		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	2172	1297	御	御	御大切	御大切	go taixet		1				ゴ	ゴタイセっ					058-11		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2173	1297	大	大	御大切	御大切	go taixet		2				タイ	ゴタイセっ					058-11		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2174	1297	切	切	御大切	御大切	go taixet		3				セっ	ゴタイセっ					058-11		xet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2175	1298	大	大	大切	大切	taixet		1				タイ	タイセっ					058-13		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2176	1298	切	切	大切	大切	taixet		2				セっ	タイセっ					058-13		xet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2177	1299	弟	弟	弟	弟	de		1				デ	デ					058-14		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2178	1300	萬	萬	萬事	萬事	banji		1				バン	バンジ					058-14		ban
50-055-01	ドチリーナ・キリシタン_東洋文庫	2179	1300	事	事	萬事	萬事	banji		2				ジ	バンジ					058-14		ji
50-055-01	ドチリーナ・キリシタン_東洋文庫	2180	1301	樣	樣	何と樣に	何と樣に	nani to yǒni	混種語	3				ヤゥ	ナニトヤゥニ					058-14	バチカン本「何とやうに」097-05	yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2181	1302	御	御	御大切	御大切	go taixet		1				ゴ	ゴタイセっ					058-14		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2182	1302	大	大	御大切	御大切	go taixet		2				タイ	ゴタイセっ					058-14		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2183	1302	切	切	御大切	御大切	go taixet		3				セっ	ゴタイセっ					058-14		xet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2184	1303	師	師	師	師	xi		1				シ	シ					058-16		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2185	1304	財	財	財寶	財寶	zaifô		1				ザイ	ザイホゥ					058-16		zai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2186	1304	寶	寶	財寶	財寶	zaifô		2				ホゥ	ザイホゥ					058-16		fô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2187	1305	父	父	父母	父母	bumo		1				ブ	ブモ					058-16		bu
50-055-01	ドチリーナ・キリシタン_東洋文庫	2188	1305	母	母	父母	父母	bumo		2				モ	ブモ					058-16		mo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2189	1306	身	身	身命	身命	xinmiǒ		1				シン	シンミャゥ					058-16		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2190	1306	命	命	身命	身命	xinmiǒ		2				ミャゥ	シンミャゥ					058-16		miǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2191	1307	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					058-17		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2192	1308	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					058-17	バチカン本「御おきて」097-08	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2193	1309	一	一	一遍	一遍	ippen		1				イッ	イッペン					058-18	バチカン本「一へん」097-09	ip
50-055-01	ドチリーナ・キリシタン_東洋文庫	2194	1309	遍	遍	一遍	一遍	ippen		2				ペン	イッペン					058-18	バチカン本「一へん」097-09	pen
50-055-01	ドチリーナ・キリシタン_東洋文庫	2195	1310	御	御	御大切	御大切	go taixet		1				ゴ	ゴタイセっ					058-18		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2196	1310	大	大	御大切	御大切	go taixet		2				タイ	ゴタイセっ					058-18		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2197	1310	切	切	御大切	御大切	go taixet		3				セっ	ゴタイセっ					058-18		xet
50-055-01	ドチリーナ・キリシタン_東洋文庫	2198	1311	弟	弟	弟	弟	de		1				デ	デ					058-20		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2199	1312	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					058-20	バチカン本「御おきて」097-11	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2200	1313	師	師	師	師	xi		1				シ	シ					058-22		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2201	1314	御	御	御恩	御恩	go von		1				ゴ	ゴヲン					058-23		go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2202	1314	恩	恩	御恩	御恩	go von		2				ヲン	ゴヲン					058-23		von
50-055-01	ドチリーナ・キリシタン_東洋文庫	2203	1315	存	存	存じ出し	存じ出し	zonji idaxi	混種語	1				ゾン	ゾンジイダシ					058-23		zon
50-055-01	ドチリーナ・キリシタン_東洋文庫	2204	1316	禮	禮	御禮	御禮	von re□	混種語	2				レ□	ヲンレ□					059-01	バチカン本「御れい」098-01。橋本進吉翻字頭注「「御禮を申し」原本von rei uo mǒxiのuo虫損。その前後も貼紙下にあり」（p.135）。	re□
50-055-01	ドチリーナ・キリシタン_東洋文庫	2205	1317	御	御	御掟	御掟	go vo□□□□	混種語	1				ゴ	ゴヲ□□					059-02	バチカン本「御おきて」098-01。橋本進吉翻字頭注「「御おきてを」原本「きて」の部分虫損」（p.135）。橋本進吉翻字は「御おきて」とするも、他所の「御掟」と同語と考えられるため「御掟」を当てる。	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2206	1318	御	御	御オンタアデ	御オンタアデ	go võtade	混種語	1				ゴ	ゴヲンタアデ					059-02	バチカン本「御をんたあで」098-02	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2207	1319	弟	弟	弟	弟	de		1				デ	デ					059-06		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2208	1320	分	分	分	分	bun		1				ブン	ブン					059-06		bun
50-055-01	ドチリーナ・キリシタン_東洋文庫	2209	1321	師	師	師	師	xi		1				シ	シ					059-08		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2210	1322	所	所	所作	所作	xosa		1				ショ	ショサ					059-09		xo
50-055-01	ドチリーナ・キリシタン_東洋文庫	2211	1322	作	作	所作	所作	xosa		2				サ	ショサ					059-09		sa
50-055-01	ドチリーナ・キリシタン_東洋文庫	2212	1323	糾	糺	糾明	糺明	qiǔmei		1				キュゥ	キュゥメイ					059-09	バチカン本「きうめい」098-08	qiǔ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2213	1323	明	明	糾明	糺明	qiǔmei		2				メイ	キュゥメイ					059-09	バチカン本「きうめい」098-08	mei
50-055-01	ドチリーナ・キリシタン_東洋文庫	2214	1324	後	後	後悔	後悔	côquai		1				コゥ	コゥクヮイ					059-10	バチカン本「こうくはい」098-09	cô
50-055-01	ドチリーナ・キリシタン_東洋文庫	2215	1324	悔	悔	後悔	後悔	côquai		2				クヮイ	コゥクヮイ					059-10	バチカン本「こうくはい」098-09	quai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2216	1325	進	進	進退	進退	xindai		1				シン	シンダイ					059-11		xin
50-055-01	ドチリーナ・キリシタン_東洋文庫	2217	1325	退	退	進退	進退	xindai		2				ダイ	シンダイ					059-11		dai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2218	1326	相	相	相當	相當	sǒtǒ		1				サゥ	サゥタゥ					059-12	バチカン本「さうたう」098-11	sǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2219	1326	當	當	相當	相當	sǒtǒ		2				タゥ	サゥタゥ					059-12	バチカン本「さうたう」098-11	tǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2220	1327	弟	弟	弟	弟	de		1				デ	デ					059-14		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2221	1328	樣	樣	何と樣に	何と樣に	nani to yǒ ni	混種語	3				ヤゥ	ナニトヤゥニ					059-14		yǒ
50-055-01	ドチリーナ・キリシタン_東洋文庫	2222	1329	師	師	師	師	xi		1				シ	シ					059-16		xi
50-055-01	ドチリーナ・キリシタン_東洋文庫	2223	1330	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					059-16	バチカン本「御おきて」099-01	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2224	1331	對	對	對し	對し	taixi	混種語	1				タイ	タイシ					059-18		tai
50-055-01	ドチリーナ・キリシタン_東洋文庫	2225	1332	弟	弟	弟	弟	de		1				デ	デ					059-19		de
50-055-01	ドチリーナ・キリシタン_東洋文庫	2226	1333	御	御	御掟	御掟	go voqite	混種語	1				ゴ	ゴヲキテ					059-19	バチカン本「御おきて」099-04	go
50-055-01	ドチリーナ・キリシタン_東洋文庫	2227	1334	師	師	師	師	xi		1				シ	シ					059-21		xi
