資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	5466	2947	住	住	住人	住人			1								上［中］上××	HHLL	1下生食7-2口説		ぢうにん
60-028-01	平曲譜本	5467	2947	人	人	住人	住人			2								上［中］上××	HHLL	1下生食7-2口説		ぢうにん
60-028-01	平曲譜本	5468	2948	住	住	住人	住人			1								上［中］上××	HHLL	2下敦盛1-3口説		ぢうにん
60-028-01	平曲譜本	5469	2948	人	人	住人	住人			2								上［中］上××	HHLL	2下敦盛1-3口説		ぢうにん
60-028-01	平曲譜本	5470	2949	住	住	住人	住人			1								上［中］上××	HHLL	2下鷄合2-3口説		ぢうにん
60-028-01	平曲譜本	5471	2949	人	人	住人	住人			2								上［中］上××	HHLL	2下鷄合2-3口説		ぢうにん
60-028-01	平曲譜本	5472	2950	住	住	住人	住人			1								上［中］上××	HHLL	3下水嶋2-4口説		ぢうにん
60-028-01	平曲譜本	5473	2950	人	人	住人	住人			2								上［中］上××	HHLL	3下水嶋2-4口説		ぢうにん
60-028-01	平曲譜本	5474	2951	住	住	住人	住人			1								上［中］上××	HHLL	3下宇治9-4口説		ぢうにん
60-028-01	平曲譜本	5475	2951	人	人	住人	住人			2								上［中］上××	HHLL	3下宇治9-4口説		ぢうにん
60-028-01	平曲譜本	5476	2952	住	住	住人	住人			1								上［中］上××	HHLL	3下宇治18-4口説		ぢうにん
60-028-01	平曲譜本	5477	2952	人	人	住人	住人			2								上［中］上××	HHLL	3下宇治18-4口説		ぢうにん
60-028-01	平曲譜本	5478	2953	住	住	住人	住人			1								上［中］上××	HHLL	4下老馬13-5口説		ぢうにん
60-028-01	平曲譜本	5479	2953	人	人	住人	住人			2								上［中］上××	HHLL	4下老馬13-5口説		ぢうにん
60-028-01	平曲譜本	5480	2954	住	住	住人	住人			1								上［中］上××	HHLL	4下老馬16-1口説		ぢうにん
60-028-01	平曲譜本	5481	2954	人	人	住人	住人			2								上［中］上××	HHLL	4下老馬16-1口説		ぢうにん
60-028-01	平曲譜本	5482	2955	住	住	住人	住人			1								上［中］上××	HHLL	5上喘涸1-2口説		ぢうにん
60-028-01	平曲譜本	5483	2955	人	人	住人	住人			2								上［中］上××	HHLL	5上喘涸1-2口説		ぢうにん
60-028-01	平曲譜本	5484	2956	住	住	住人	住人			1								上［中］上××	HHLL	5下二魁2-2口説		ぢうにん
60-028-01	平曲譜本	5485	2956	人	人	住人	住人			2								上［中］上××	HHLL	5下二魁2-2口説		ぢうにん
60-028-01	平曲譜本	5486	2957	住	住	住人	住人			1								上［中］上××	HHLL	5下千寿14-3口説		ぢうにん
60-028-01	平曲譜本	5487	2957	人	人	住人	住人			2								上［中］上××	HHLL	5下千寿14-3口説		ぢうにん
60-028-01	平曲譜本	5488	2958	住	住	住人	住人			1								上［中］上××	HHLL	6下実盛1-3口説		ぢうにん
60-028-01	平曲譜本	5489	2958	人	人	住人	住人			2								上［中］上××	HHLL	6下実盛1-3口説		ぢうにん
60-028-01	平曲譜本	5490	2959	住	住	住人	住人			1								上［中］上××	HHLL	6下木最44-3口説		ぢうにん
60-028-01	平曲譜本	5491	2959	人	人	住人	住人			2								上［中］上××	HHLL	6下木最44-3口説		ぢうにん
60-028-01	平曲譜本	5492	2960	住	住	住人	住人			1								上［中］上××	HHLL	6下藤戸19-4口説		ぢうにん
60-028-01	平曲譜本	5493	2960	人	人	住人	住人			2								上［中］上××	HHLL	6下藤戸19-4口説		ぢうにん
60-028-01	平曲譜本	5494	2961	住	住	住人	住人			1								上［中］上××	HHLL	6下藤戸27-5口説		ぢうにん
60-028-01	平曲譜本	5495	2961	人	人	住人	住人			2								上［中］上××	HHLL	6下藤戸27-5口説		ぢうにん
60-028-01	平曲譜本	5496	2962	住	住	住人	住人			1								上［中］上××	HHLL	6下嗣信4-1口説		ぢうにん
60-028-01	平曲譜本	5497	2962	人	人	住人	住人			2								上［中］上××	HHLL	6下嗣信4-1口説		ぢうにん
60-028-01	平曲譜本	5498	2963	住	住	住人	住人			1								上［中］上××	HHLL	6下嗣信4-2口説		ぢうにん
60-028-01	平曲譜本	5499	2963	人	人	住人	住人			2								上［中］上××	HHLL	6下嗣信4-2口説		ぢうにん
60-028-01	平曲譜本	5500	2964	住	住	住人	住人			1								上［中］上××	HHLL	7下濱軍1-3口説		ぢうにん
60-028-01	平曲譜本	5501	2964	人	人	住人	住人			2								上［中］上××	HHLL	7下濱軍1-3口説		ぢうにん
60-028-01	平曲譜本	5502	2965	住	住	住人	住人			1								上［中］上××	HHLL	7下濱軍1-5口説		ぢうにん
60-028-01	平曲譜本	5503	2965	人	人	住人	住人			2								上［中］上××	HHLL	7下濱軍1-5口説		ぢうにん
60-028-01	平曲譜本	5504	2966	住	住	住人	住人			1								上［中］上××	HHLL	8上橋合26-3口説		ぢうにん
60-028-01	平曲譜本	5505	2966	人	人	住人	住人			2								上［中］上××	HHLL	8上橋合26-3口説		ぢうにん
60-028-01	平曲譜本	5506	2967	住	住	住人	住人			1								上［中］上××	HHLL	8下落足7-1口説		ぢうにん
60-028-01	平曲譜本	5507	2967	人	人	住人	住人			2								上［中］上××	HHLL	8下落足7-1口説		ぢうにん
60-028-01	平曲譜本	5508	2968	住	住	住人	住人			1								上［中］上××	HHLL	8下落足7-2口説		ぢうにん
60-028-01	平曲譜本	5509	2968	人	人	住人	住人			2								上［中］上××	HHLL	8下落足7-2口説		ぢうにん
60-028-01	平曲譜本	5510	2969	住	住	住人	住人			1								上［中］上××	HHLL	9上阿古13-1口説		ぢうにん
60-028-01	平曲譜本	5511	2969	人	人	住人	住人			2								上［中］上××	HHLL	9上阿古13-1口説		ぢうにん
60-028-01	平曲譜本	5512	2970	住	住	住人	住人			1								上［中］上××	HHLL	9上文流9-1口説		ぢうにん
60-028-01	平曲譜本	5513	2970	人	人	住人	住人			2								上［中］上××	HHLL	9上文流9-1口説		ぢうにん
60-028-01	平曲譜本	5514	2971	住	住	住人	住人			1								上［中］上××	HHLL	9下惟出31-4口説		ぢうにん
60-028-01	平曲譜本	5515	2971	人	人	住人	住人			2								上［中］上××	HHLL	9下惟出31-4口説		ぢうにん
60-028-01	平曲譜本	5516	2972	住	住	住人	住人			1								上［中］上××	HHLL	10上山滅9-1口説		ぢうにん
60-028-01	平曲譜本	5517	2972	人	人	住人	住人			2								上［中］上××	HHLL	10上山滅9-1口説		ぢうにん
60-028-01	平曲譜本	5518	2973	住	住	住人	住人			1								上［中］上××	HHLL	10上物怪10-3口説		ぢうにん
60-028-01	平曲譜本	5519	2973	人	人	住人	住人			2								上［中］上××	HHLL	10上物怪10-3口説		ぢうにん
60-028-01	平曲譜本	5520	2974	住	住	住人	住人			1								上［中］上××	HHLL	10下篠原15-3口説		ぢうにん
60-028-01	平曲譜本	5521	2974	人	人	住人	住人			2								上［中］上××	HHLL	10下篠原15-3口説		ぢうにん
60-028-01	平曲譜本	5522	2975	住	住	住人	住人			1								上［中］上××	HHLL	10下忠最2-4口説		ぢうにん
60-028-01	平曲譜本	5523	2975	人	人	住人	住人			2								上［中］上××	HHLL	10下忠最2-4口説		ぢうにん
60-028-01	平曲譜本	5524	2976	住	住	住人	住人			1								上［中］上××	HHLL	10下忠最11-4口説		ぢうにん
60-028-01	平曲譜本	5525	2976	人	人	住人	住人			2								上［中］上××	HHLL	10下忠最11-4口説		ぢうにん
60-028-01	平曲譜本	5526	2977	住	住	住人	住人			1								上［中］上××	HHLL	11下西光46-1口説		ぢうにん
60-028-01	平曲譜本	5527	2977	人	人	住人	住人			2								上［中］上××	HHLL	11下西光46-1口説		ぢうにん
60-028-01	平曲譜本	5528	2978	住	住	住人	住人			1								上［中］上××	HHLL	12下横田17-5口説		ぢうにん
60-028-01	平曲譜本	5529	2978	人	人	住人	住人			2								上［中］上××	HHLL	12下横田17-5口説		ぢうにん
60-028-01	平曲譜本	5530	2979	住	住	住人	住人			1								上［中］上××	HHLL	13上倶利14-2口説		ぢうにん
60-028-01	平曲譜本	5531	2979	人	人	住人	住人			2								上［中］上××	HHLL	13上倶利14-2口説		ぢうにん
60-028-01	平曲譜本	5532	2980	住	住	住人	住人			1								上［中］上××	HHLL	13上倶利14-5口説		ぢうにん
60-028-01	平曲譜本	5533	2980	人	人	住人	住人			2								上［中］上××	HHLL	13上倶利14-5口説		ぢうにん
60-028-01	平曲譜本	5534	2981	住	住	住人	住人			1								上［中］上××	HHLL	13下瀬尾1-5口説		ぢうにん
60-028-01	平曲譜本	5535	2981	人	人	住人	住人			2								上［中］上××	HHLL	13下瀬尾1-5口説		ぢうにん
60-028-01	平曲譜本	5536	2982	住	住	住人	住人			1								上［中］上××	HHLL	13下瀬尾2-3口説		ぢうにん
60-028-01	平曲譜本	5537	2982	人	人	住人	住人			2								上［中］上××	HHLL	13下瀬尾2-3口説		ぢうにん
60-028-01	平曲譜本	5538	2983	住	住	住人	住人			1								上［中］上××	HHLL	14上六度10-3口説		ぢうにん
60-028-01	平曲譜本	5539	2983	人	人	住人	住人			2								上［中］上××	HHLL	14上六度10-3口説		ぢうにん
60-028-01	平曲譜本	5540	2984	住	住	住人	住人			1								上［中］上××	HHLL	14上六度10-4口説		ぢうにん
60-028-01	平曲譜本	5541	2984	人	人	住人	住人			2								上［中］上××	HHLL	14上六度10-4口説		ぢうにん
60-028-01	平曲譜本	5542	2985	住	住	住人	住人			1								上［中］上××	HHLL	14上六度20-5口説		ぢうにん
60-028-01	平曲譜本	5543	2985	人	人	住人	住人			2								上［中］上××	HHLL	14上六度20-5口説		ぢうにん
60-028-01	平曲譜本	5544	2986	住	住	住人	住人			1								上［中］上××	HHLL	14下坂落7-1口説		ぢうにん
60-028-01	平曲譜本	5545	2986	人	人	住人	住人			2								上［中］上××	HHLL	14下坂落7-1口説		ぢうにん
60-028-01	平曲譜本	5546	2987	住	住	住人	住人			1								上［中］上××	HHLL	14下坂落14-4口説		ぢうにん
60-028-01	平曲譜本	5547	2987	人	人	住人	住人			2								上［中］上××	HHLL	14下坂落14-4口説		ぢうにん
60-028-01	平曲譜本	5548	2988	住	住	住人	住人			1								上［中］上××	HHLL	14下盛最5-2口説		ぢうにん
60-028-01	平曲譜本	5549	2988	人	人	住人	住人			2								上［中］上××	HHLL	14下盛最5-2口説		ぢうにん
60-028-01	平曲譜本	5550	2989	住	住	住人	住人			1								上［中］上××	HHLL	14下重捕3-5口説		ぢうにん
60-028-01	平曲譜本	5551	2989	人	人	住人	住人			2								上［中］上××	HHLL	14下重捕3-5口説		ぢうにん
60-028-01	平曲譜本	5552	2990	住	住	住人	住人			1								上［中］上××	HHLL	14下小宰2-4口説		ぢうにん
60-028-01	平曲譜本	5553	2990	人	人	住人	住人			2								上［中］上××	HHLL	14下小宰2-4口説		ぢうにん
60-028-01	平曲譜本	5554	2991	住	住	住人	住人			1								上［中］上××	HHLL	14下小宰3-1口説		ぢうにん
60-028-01	平曲譜本	5555	2991	人	人	住人	住人			2								上［中］上××	HHLL	14下小宰3-1口説		ぢうにん
60-028-01	平曲譜本	5556	2992	住	住	住人	住人			1								上［中］上××	HHLL	15下遠矢3-5口説		ぢうにん
60-028-01	平曲譜本	5557	2992	人	人	住人	住人			2								上［中］上××	HHLL	15下遠矢3-5口説		ぢうにん
60-028-01	平曲譜本	5558	2993	住	住	住人	住人			1								上［中］上××	HHLL	15下遠矢4-4口説		ぢうにん
60-028-01	平曲譜本	5559	2993	人	人	住人	住人			2								上［中］上××	HHLL	15下遠矢4-4口説		ぢうにん
60-028-01	平曲譜本	5560	2994	住	住	住人	住人			1								上［中］上××	HHLL	揃物大衆36-1口説		ぢうにん
60-028-01	平曲譜本	5561	2994	人	人	住人	住人			2								上［中］上××	HHLL	揃物大衆36-1口説		ぢうにん
60-028-01	平曲譜本	5562	2995	住	住	住人	住人			1								上［中］上××	HHLL	炎上奈良18-2口説		ぢうにん
60-028-01	平曲譜本	5563	2995	人	人	住人	住人			2								上［中］上××	HHLL	炎上奈良18-2口説		ぢうにん
60-028-01	平曲譜本	5564	2996	住	住	住人	住人			1								上［中］上××	HHLL	読下伊豆1-2口説		ぢうにん
60-028-01	平曲譜本	5565	2996	人	人	住人	住人			2								上［中］上××	HHLL	読下伊豆1-2口説		ぢうにん
60-028-01	平曲譜本	5566	2997	住	住	住人	住人			1								上［中］上××	HHLL	間物道逝1-3口説		ぢうにん
60-028-01	平曲譜本	5567	2997	人	人	住人	住人			2								上［中］上××	HHLL	間物道逝1-3口説		ぢうにん
60-028-01	平曲譜本	5568	2998	住	住	住人	住人			1								上上××	HHLL	1下那須6-3白声		ぢうにん
60-028-01	平曲譜本	5569	2998	人	人	住人	住人			2								上上××	HHLL	1下那須6-3白声		ぢうにん
60-028-01	平曲譜本	5570	2999	住	住	住人	住人			1								上上××	HHLL	2下敦盛7-2白声		ぢうにん
60-028-01	平曲譜本	5571	2999	人	人	住人	住人			2								上上××	HHLL	2下敦盛7-2白声		ぢうにん
60-028-01	平曲譜本	5572	3000	住	住	住人	住人			1								上上××	HHLL	6下木最23-2白声		ぢうにん
60-028-01	平曲譜本	5573	3000	人	人	住人	住人			2								上上××	HHLL	6下木最23-2白声		ぢうにん
60-028-01	平曲譜本	5574	3001	住	住	住人	住人			1								上上××	HHLL	6下木最41-5白声		ぢうにん
60-028-01	平曲譜本	5575	3001	人	人	住人	住人			2								上上××	HHLL	6下木最41-5白声		ぢうにん
60-028-01	平曲譜本	5576	3002	住	住	住人	住人			1								上上××	HHLL	7下弓流5-2白声		ぢうにん
60-028-01	平曲譜本	5577	3002	人	人	住人	住人			2								上上××	HHLL	7下弓流5-2白声		ぢうにん
60-028-01	平曲譜本	5578	3003	住	住	住人	住人			1								上上××	HHLL	7下弓流5-4白声		ぢうにん
60-028-01	平曲譜本	5579	3003	人	人	住人	住人			2								上上××	HHLL	7下弓流5-4白声		ぢうにん
60-028-01	平曲譜本	5580	3004	住	住	住人	住人			1								上上××	HHLL	7下弓流5-5白声		ぢうにん
60-028-01	平曲譜本	5581	3004	人	人	住人	住人			2								上上××	HHLL	7下弓流5-5白声		ぢうにん
60-028-01	平曲譜本	5582	3005	住	住	住人	住人			1								上上××	HHLL	8上橋合29-5素声		ぢうにん
60-028-01	平曲譜本	5583	3005	人	人	住人	住人			2								上上××	HHLL	8上橋合29-5素声		ぢうにん
60-028-01	平曲譜本	5584	3006	住	住	住人	住人			1								上上××	HHLL	8上飛脚4-4素声		ぢうにん
60-028-01	平曲譜本	5585	3006	人	人	住人	住人			2								上上××	HHLL	8上飛脚4-4素声		ぢうにん
60-028-01	平曲譜本	5586	3007	住	住	住人	住人			1								上上××	HHLL	8下能登25-5白声		ぢうにん
60-028-01	平曲譜本	5587	3007	人	人	住人	住人			2								上上××	HHLL	8下能登25-5白声		ぢうにん
60-028-01	平曲譜本	5588	3008	住	住	住人	住人			1								上上××	HHLL	14上六度18-4素声		ぢうにん
60-028-01	平曲譜本	5589	3008	人	人	住人	住人			2								上上××	HHLL	14上六度18-4素声		ぢうにん
60-028-01	平曲譜本	5590	3009	住	住	住人	住人			1								上上××	HHLL	15下勝浦8-2素声		ぢうにん
60-028-01	平曲譜本	5591	3009	人	人	住人	住人			2								上上××	HHLL	15下勝浦8-2素声		ぢうにん
60-028-01	平曲譜本	5592	3010	住	住	住人	住人			1								上上××	HHLL	15下遠矢9-2素声		ぢうにん
60-028-01	平曲譜本	5593	3010	人	人	住人	住人			2								上上××	HHLL	15下遠矢9-2素声		ぢうにん
60-028-01	平曲譜本	5594	3011	重	重	重病	重゛病゛を			1								コ××××	HLLL	12下道逝5-3口説		ぢうびゃう
60-028-01	平曲譜本	5595	3011	病	病	重病	重゛病゛を			2								コ××××	HLLL	12下道逝5-3口説		ぢうびゃう
60-028-01	平曲譜本	5596	3012	知	知	知行	知行			1								上××	HLL	6上洲胯7-2素声		ちぎゃう
60-028-01	平曲譜本	5597	3012	行	行	知行	知行			2								上××	HLL	6上洲胯7-2素声		ちぎゃう
60-028-01	平曲譜本	5598	3013	知	知	知行	知行			1								上××	HLL	8上飛脚6-1素声		ちぎゃう
60-028-01	平曲譜本	5599	3013	行	行	知行	知行			2								上××	HLL	8上飛脚6-1素声		ちぎゃう
60-028-01	平曲譜本	5600	3014	知	知	知行	知行			1								上××	HLL	8下能登25-5白声		ちぎゃう
60-028-01	平曲譜本	5601	3014	行	行	知行	知行			2								上××	HLL	8下能登25-5白声		ちぎゃう
60-028-01	平曲譜本	5602	3015	知	知	知行	知行			1								上××	HLL	13下瀬尾7-3口説		ちぎゃう
60-028-01	平曲譜本	5603	3015	行	行	知行	知行			2								上××	HLL	13下瀬尾7-3口説		ちぎゃう
