資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長	声点	声点型	仮名	仮名型	反切	類音注	節博士	その他	出現位置	備考	推定語形
60-028-01	平曲譜本	6475	3486	縛	縛	縛	縛〈ﾊﾞｸ〉に			1								上上コ	HH	12上許文13-1口説		ばく
60-028-01	平曲譜本	6476	3487	縛	縛	縛	縛〈ﾊﾞｸ〉も			1								上上×	HH	12上御産20-3口説		ばく
60-028-01	平曲譜本	6477	3488	白	白	白魚	白魚は			1								上中中中	HLL	替句鱸1-4指声		はくぎょ
60-028-01	平曲譜本	6478	3488	魚	魚	白魚	白魚は			2								上中中中	HLL	替句鱸1-4指声		はくぎょ
60-028-01	平曲譜本	6479	3489	白	白	白魚	白ｸ魚は			1								コ×××	HLL	1上鱸15-2口説		はくぎょ
60-028-01	平曲譜本	6480	3489	魚	魚	白魚	白ｸ魚は			2								コ×××	HLL	1上鱸15-2口説		はくぎょ
60-028-01	平曲譜本	6481	3490	莫	莫	莫大	莫゛ｸ大なる事をば			1								上上××××―	HHLL	8上法印35-5口説		ばくだい
60-028-01	平曲譜本	6482	3490	大	大	莫大	莫゛ｸ大なる事をば			2								上上××××―	HHLL	8上法印35-5口説		ばくだい
60-028-01	平曲譜本	6483	3491	莫	莫	莫大	莫大[ｽ]ｲなれば			1								上上×××××	HHLL	7下惟水17-5白声		ばくだい
60-028-01	平曲譜本	6484	3491	大	大	莫大	莫大[ｽ]ｲなれば			2								上上×××××	HHLL	7下惟水17-5白声		ばくだい
60-028-01	平曲譜本	6485	3492	莫	莫	莫大	莫大の御゛恩ﾝを			1								上上上上コ××××	HHLL	5上小松32-5口説		ばくだい
60-028-01	平曲譜本	6486	3492	大	大	莫大	莫大の御゛恩ﾝを			2								上上上上コ××××	HHLL	5上小松32-5口説		ばくだい
60-028-01	平曲譜本	6487	3493	薄	薄	薄智	薄ｸ智゛			1								上コ×	HHL	9上医師5-2口説		はくぢ
60-028-01	平曲譜本	6488	3493	智	智	薄智	薄ｸ智゛			2								上コ×	HHL	9上医師5-2口説		はくぢ
60-028-01	平曲譜本	6489	3494	白	白	白髮	白髪[ﾂﾒ]たる			1								上×××××	HLLL	五句大塔5-2口説		はくはつ
60-028-01	平曲譜本	6490	3494	髮	髪	白髮	白髪[ﾂﾒ]たる			2								上×××××	HLLL	五句大塔5-2口説		はくはつ
60-028-01	平曲譜本	6491	3495	白	白	白髮	白ｸ髪[ﾉﾑ]ﾂにも			1								上×××××	HLLL	6下実盛12-5白声		はくはつ
60-028-01	平曲譜本	6492	3495	髮	髪	白髮	白ｸ髪[ﾉﾑ]ﾂにも			2								上×××××	HLLL	6下実盛12-5白声		はくはつ
60-028-01	平曲譜本	6493	3496	白	白	白髮	白ｸ髪[ﾉﾑ]ﾂにも			1								上×××××	HLLL	6下実盛14-5口説		はくはつ
60-028-01	平曲譜本	6494	3496	髮	髪	白髮	白ｸ髪[ﾉﾑ]ﾂにも			2								上×××××	HLLL	6下実盛14-5口説		はくはつ
60-028-01	平曲譜本	6495	3497	八	八	八	五十八にて			1								上上上上×××	HL	1上鱸6-4素声		はち
60-028-01	平曲譜本	6496	3498	罰	罰	罰	罸ﾁと			1								上中ろ	HL	15上内女26-1折声		ばち
60-028-01	平曲譜本	6497	3499	罰	罰	罰	罸ﾁと			1								コ××	HL	15上内女4-2口説		ばち
60-028-01	平曲譜本	6498	3500	八	八	八月	八月[ﾂﾒ]五日の日			1								上上上コ×××××	HHHL	6下山幸20-2口説		はちぐゎつ
60-028-01	平曲譜本	6499	3500	月	月	八月	八月[ﾂﾒ]五日の日			2								上上上コ×××××	HHHL	6下山幸20-2口説		はちぐゎつ
60-028-01	平曲譜本	6500	3501	八	八	八月	八月[ﾂﾒ]十一日			1								上上上コ××××××	HHHL	1上月見1-3口説		はちぐゎつ
60-028-01	平曲譜本	6501	3501	月	月	八月	八月[ﾂﾒ]十一日			2								上上上コ××××××	HHHL	1上月見1-3口説		はちぐゎつ
60-028-01	平曲譜本	6502	3502	八	八	八月	八月[ﾂﾒ]十九日			1								上上上×上××××	HHHL	11下納死24-4素声		はちぐゎつ
60-028-01	平曲譜本	6503	3502	月	月	八月	八月[ﾂﾒ]十九日			2								上上上×上××××	HHHL	11下納死24-4素声		はちぐゎつ
60-028-01	平曲譜本	6504	3503	八	八	八月	八月[ﾂﾒ]十二日			1								上上上コ×××××	HHHL	7上廻文4-2口説		はちぐゎつ
60-028-01	平曲譜本	6505	3503	月	月	八月	八月[ﾂﾒ]十二日			2								上上上コ×××××	HHHL	7上廻文4-2口説		はちぐゎつ
60-028-01	平曲譜本	6506	3504	八	八	八月	八月[ﾂﾒ]十日余り			1								上上上上上上上上中ろ	HHHL	4上小督15-5折声		はちぐゎつ
60-028-01	平曲譜本	6507	3504	月	月	八月	八月[ﾂﾒ]十日余り			2								上上上上上上上上中ろ	HHHL	4上小督15-5折声		はちぐゎつ
60-028-01	平曲譜本	6508	3505	八	八	八月	八月十日の日			1								上上上コ×××××	HHHL	4下那都1-2口説		はちぐゎつ
60-028-01	平曲譜本	6509	3505	月	月	八月	八月十日の日			2								上上上コ×××××	HHHL	4下那都1-2口説		はちぐゎつ
60-028-01	平曲譜本	6510	3506	八	八	八月	八月[ﾂﾒ]七日の日			1								上上上コ×××××	HHHL	12下横田1-2口説		はちぐゎつ
60-028-01	平曲譜本	6511	3506	月	月	八月	八月[ﾂﾒ]七日の日			2								上上上コ×××××	HHHL	12下横田1-2口説		はちぐゎつ
60-028-01	平曲譜本	6512	3507	八	八	八月	八月廿三日			1								上上上コ上××上［中］上××	HHHL	9下紺掻1-2口説		はちぐゎつ
60-028-01	平曲譜本	6513	3507	月	月	八月	八月廿三日			2								上上上コ上××上［中］上××	HHHL	9下紺掻1-2口説		はちぐゎつ
60-028-01	平曲譜本	6514	3508	八	八	八月	八月[ﾂﾒ]六ﾕ日の日			1								上上上コ×××××	HHHL	6下藤戸6-2口説		はちぐゎつ
60-028-01	平曲譜本	6515	3508	月	月	八月	八月[ﾂﾒ]六ﾕ日の日			2								上上上コ×××××	HHHL	6下藤戸6-2口説		はちぐゎつ
60-028-01	平曲譜本	6516	3509	八	八	八月	八月[ﾉﾑ]に			1								上上コ××	HHHL	10下篠原2-3口説		はちぐゎつ
60-028-01	平曲譜本	6517	3509	月	月	八月	八月[ﾉﾑ]に			2								上上コ××	HHHL	10下篠原2-3口説		はちぐゎつ
60-028-01	平曲譜本	6518	3510	八	八	八人	八人			1								上×××	HLLL	7上栄花8-2口説		はちにん
60-028-01	平曲譜本	6519	3510	人	人	八人	八人			2								上×××	HLLL	7上栄花8-2口説		はちにん
60-028-01	平曲譜本	6520	3511	八	八	八人	八人			1								上×××	HLLL	11上願立12-2素声		はちにん
60-028-01	平曲譜本	6521	3511	人	人	八人	八人			2								上×××	HLLL	11上願立12-2素声		はちにん
60-028-01	平曲譜本	6522	3512	八	八	八人	八人			1								上×××	HLLL	灌頂原幸3-4素声		はちにん
60-028-01	平曲譜本	6523	3512	人	人	八人	八人			2								上×××	HLLL	灌頂原幸3-4素声		はちにん
60-028-01	平曲譜本	6524	3513	八	八	八人	三十八人なり			1								×上××上×××××	HLLL	4下内侍6-4素声		はちにん
60-028-01	平曲譜本	6525	3513	人	人	八人	三十八人なり			2								×上××上×××××	HLLL	4下内侍6-4素声		はちにん
60-028-01	平曲譜本	6526	3514	八	八	八人	八人の			1								上××××	HLLL	2上文強12-4白声		はちにん
60-028-01	平曲譜本	6527	3514	人	人	八人	八人の			2								上××××	HLLL	2上文強12-4白声		はちにん
60-028-01	平曲譜本	6528	3515	八	八	八騎	八騎が			1								上×××	HLL	13下法住36-2口説		はっき
60-028-01	平曲譜本	6529	3515	騎	騎	八騎	八騎が			2								上×××	HLL	13下法住36-2口説		はっき
60-028-01	平曲譜本	6530	3516	八	八	八騎	八騎にぞ			1								上××××	HLL	13下法住36-1口説		はっき
60-028-01	平曲譜本	6531	3516	騎	騎	八騎	八騎にぞ			2								上××××	HLL	13下法住36-1口説		はっき
60-028-01	平曲譜本	6532	3517	末	末	末座	末゛[ﾉﾑ]座なる			1								上上×××	HHL	10上物怪13-4白声		ばつざ
60-028-01	平曲譜本	6533	3517	座	座	末座	末゛[ﾉﾑ]座なる			2								上上×××	HHL	10上物怪13-4白声		ばつざ
60-028-01	平曲譜本	6534	3518	末	末	末座	末゛[ﾉﾑ]座なる			1								上上×××	HHL	10上物怪16-1白声		ばつざ
60-028-01	平曲譜本	6535	3518	座	座	末座	末゛[ﾉﾑ]座なる			2								上上×××	HHL	10上物怪16-1白声		ばつざ
60-028-01	平曲譜本	6536	3519	末	末	末座	末[ﾉﾑ]座に			1								上コア×	HHL	11下座流7-2下ゲ		ばつざ
60-028-01	平曲譜本	6537	3519	座	座	末座	末[ﾉﾑ]座に			2								上コア×	HHL	11下座流7-2下ゲ		ばつざ
60-028-01	平曲譜本	6538	3520	萬	万	萬機	万゛機の			1								×上××	LHL	6上殿下1-4口説		ばんき
60-028-01	平曲譜本	6539	3520	機	機	萬機	万゛機の			2								×上××	LHL	6上殿下1-4口説		ばんき
60-028-01	平曲譜本	6540	3521	半	半	半時	半ﾝ時〈ｼﾞ〉斗゛			1								上×××××	HLL	11上願立23-2口説		はんし
60-028-01	平曲譜本	6541	3521	時	時	半時	半ﾝ時〈ｼﾞ〉斗゛			2								上×××××	HLL	11上願立23-2口説		はんし
60-028-01	平曲譜本	6542	3522	萬	万	萬事	万゛ﾝ事は			1								×上××	LHL	8上法印13-5素声		ばんじ
60-028-01	平曲譜本	6543	3522	事	事	萬事	万゛ﾝ事は			2								×上××	LHL	8上法印13-5素声		ばんじ
60-028-01	平曲譜本	6544	3523	萬	万	萬里	万゛里の			1								×コ××	LHL	7下惟水1-5口説		ばんり
60-028-01	平曲譜本	6545	3523	里	里	萬里	万゛里の			2								×コ××	LHL	7下惟水1-5口説		ばんり
60-028-01	平曲譜本	6546	3524	非	非	非	非を			1								上上	H	11上願立8-3口説		ひ
60-028-01	平曲譜本	6547	3525	悲	悲	悲愛	ひやいなりとて			1								コ××××××	HLL	13下法住38-5口説		ひあい
60-028-01	平曲譜本	6548	3525	愛	愛	悲愛	ひやいなりとて			2								コ××××××	HLL	13下法住38-5口説		ひあい
60-028-01	平曲譜本	6549	3526	悲	悲	悲願	悲願゛も			1								上中上上	HHL	5上燈籠4-2折声		ひぐゎん
60-028-01	平曲譜本	6550	3526	願	願	悲願	悲願゛も			2								上中上上	HHL	5上燈籠4-2折声		ひぐゎん
60-028-01	平曲譜本	6551	3527	悲	悲	悲願	悲願を			1								上コ××	HHL	10上慈心7-4口説		ひぐゎん
60-028-01	平曲譜本	6552	3527	願	願	悲願	悲願を			2								上コ××	HHL	10上慈心7-4口説		ひぐゎん
60-028-01	平曲譜本	6553	3528	披	披	披見	披見ﾝせられけるに			1								上上上上上××××	HHH	12下横田4-4白声		ひけん
60-028-01	平曲譜本	6554	3528	見	見	披見	披見ﾝせられけるに			2								上上上上上××××	HHH	12下横田4-4白声		ひけん
60-028-01	平曲譜本	6555	3529	祕	秘	祕藏	秘蔵			1								上××	HLL	7上競31-2口説		ひざう
60-028-01	平曲譜本	6556	3529	藏	蔵	祕藏	秘蔵			2								上××	HLL	7上競31-2口説		ひざう
60-028-01	平曲譜本	6557	3530	祕	秘	祕藏	秘蔵			1								上××	HLL	7下濱軍11-5白声		ひざう
60-028-01	平曲譜本	6558	3530	藏	蔵	祕藏	秘蔵			2								上××	HLL	7下濱軍11-5白声		ひざう
60-028-01	平曲譜本	6559	3531	祕	秘	祕藏	秘蔵			1								上××	HLL	14下重捕2-5口説		ひざう
60-028-01	平曲譜本	6560	3531	藏	蔵	祕藏	秘蔵			2								上××	HLL	14下重捕2-5口説		ひざう
60-028-01	平曲譜本	6561	3532	祕	秘	祕藏	秘蔵			1								コ××	HLL	10上物怪9-2口説		ひざう
60-028-01	平曲譜本	6562	3532	藏	蔵	祕藏	秘蔵			2								コ××	HLL	10上物怪9-2口説		ひざう
60-028-01	平曲譜本	6563	3533	祕	秘	祕藏	秘蔵			1								上ｶｹツ	HLL	5上鵜川10-2コ下		ひざう
60-028-01	平曲譜本	6564	3533	藏	蔵	祕藏	秘蔵			2								上ｶｹツ	HLL	5上鵜川10-2コ下		ひざう
60-028-01	平曲譜本	6565	3534	非	非	非常	非常の赦に			1								上上上上上上	HXX	12上許文20-2素声		ひじゃう
60-028-01	平曲譜本	6566	3534	常	常	非常	非常の赦に			2								上上上上上上	HXX	12上許文20-2素声		ひじゃう
60-028-01	平曲譜本	6567	3535	美	美	美人	美人			1								コ××	HLL	4上小督2-2口説		びじん
60-028-01	平曲譜本	6568	3535	人	人	美人	美人			2								コ××	HLL	4上小督2-2口説		びじん
60-028-01	平曲譜本	6569	3536	美	美	美人	美゛人			1								上××	HLL	14下小宰42-4白声		びじん
60-028-01	平曲譜本	6570	3536	人	人	美人	美゛人			2								上××	HLL	14下小宰42-4白声		びじん
60-028-01	平曲譜本	6571	3537	美	美	美人	美人゛なり			1								上××××	HLL	7上烽火26-3白声		びじん
60-028-01	平曲譜本	6572	3537	人	人	美人	美人゛なり			2								上××××	HLL	7上烽火26-3白声		びじん
60-028-01	平曲譜本	6573	3538	美	美	美人	美人の			1								上×××	HLL	4上二后9-4口説		びじん
60-028-01	平曲譜本	6574	3538	人	人	美人	美人の			2								上×××	HLL	4上二后9-4口説		びじん
60-028-01	平曲譜本	6575	3539	悲	悲	悲嘆	悲歎ﾝ			1								コ××	HLL	10上慈心18-3口説		ひたん
60-028-01	平曲譜本	6576	3539	嘆	嘆	悲嘆	悲歎ﾝ			2								コ××	HLL	10上慈心18-3口説		ひたん
60-028-01	平曲譜本	6577	3540	琵	琵	琵琶	琵琶の			1								上××	HL	5下千寿42-2素声		びは
60-028-01	平曲譜本	6578	3540	琶	琶	琵琶	琵琶の			2								上××	HL	5下千寿42-2素声		びは
60-028-01	平曲譜本	6579	3541	琵	琵	琵琶	琵琶の			1								コ××	HL	5下千寿45-1口説		びは
60-028-01	平曲譜本	6580	3541	琶	琶	琵琶	琵琶の			2								コ××	HL	5下千寿45-1口説		びは
60-028-01	平曲譜本	6581	3542	琵	琵	琵琶	琵琶を			1								上××	HL	5下千寿32-4シ口		びは
60-028-01	平曲譜本	6582	3542	琶	琶	琵琶	琵琶を			2								上××	HL	5下千寿32-4シ口		びは
60-028-01	平曲譜本	6583	3543	祕	秘	祕法	秘法を			1								上コ××	HHL	10上山滅1-4口説		ひほふ
60-028-01	平曲譜本	6584	3543	法	法	祕法	秘法を			2								上コ××	HHL	10上山滅1-4口説		ひほふ
60-028-01	平曲譜本	6585	3544	祕	秘	祕法	秘法を			1								上上ｶｹ×	HHL	12上許文6-1コ下		ひほふ
60-028-01	平曲譜本	6586	3544	法	法	祕法	秘法を			2								上上ｶｹ×	HHL	12上許文6-1コ下		ひほふ
60-028-01	平曲譜本	6587	3545	兵	兵	兵具	兵具゛を			1								×上××	LHL	11下西光12-5素声		ひゃうぐ
60-028-01	平曲譜本	6588	3545	具	具	兵具	兵具゛を			2								×上××	LHL	11下西光12-5素声		ひゃうぐ
60-028-01	平曲譜本	6589	3546	拍	拍	拍子	拍子			1								上上×	HHL	9上文流1-5口説		ひゃうし
60-028-01	平曲譜本	6590	3546	子	子	拍子	拍子			2								上上×	HHL	9上文流1-5口説		ひゃうし
60-028-01	平曲譜本	6591	3547	拍	拍	拍子	拍子も			1								上上××	HHL	9上文流3-3口説		ひゃうし
60-028-01	平曲譜本	6592	3547	子	子	拍子	拍子も			2								上上××	HHL	9上文流3-3口説		ひゃうし
60-028-01	平曲譜本	6593	3548	拍	拍	拍子	拍ｳ子を			1								上上ｶｹツ	HHL	12下経嶋4-5コ下		ひゃうし
60-028-01	平曲譜本	6594	3548	子	子	拍子	拍ｳ子を			2								上上ｶｹツ	HHL	12下経嶋4-5コ下		ひゃうし
60-028-01	平曲譜本	6595	3549	白	白	白衣	白゛ｸ衣〈ｴ〉なる法師			1								上××××―	HLL	13下法住30-4口説		びゃくえ
60-028-01	平曲譜本	6596	3549	衣	衣	白衣	白゛ｸ衣〈ｴ〉なる法師			2								上××××―	HLL	13下法住30-4口説		びゃくえ
60-028-01	平曲譜本	6597	3550	百	百	百挺	百挺[ｽ]			1								上上上上	HHHH	5下逆櫓21-1素声		ひゃくちゃう
60-028-01	平曲譜本	6598	3550	挺	挺	百挺	百挺[ｽ]			2								上上上上	HHHH	5下逆櫓21-1素声		ひゃくちゃう
60-028-01	平曲譜本	6599	3551	百	百	百人	百人			1								コ×××	HLLL	13上聖幸8-3口説		ひゃくにん
60-028-01	平曲譜本	6600	3551	人	人	百人	百人			2								コ×××	HLLL	13上聖幸8-3口説		ひゃくにん
60-028-01	平曲譜本	6601	3552	百	百	百人	百人の			1								上××××	HLLL	10上物怪4-1口説		ひゃくにん
60-028-01	平曲譜本	6602	3552	人	人	百人	百人の			2								上××××	HLLL	10上物怪4-1口説		ひゃくにん
60-028-01	平曲譜本	6603	3553	百	百	百人	百人の			1								コ××××	HLLL	10上鹿谷6-5口説		ひゃくにん
60-028-01	平曲譜本	6604	3553	人	人	百人	百人の			2								コ××××	HLLL	10上鹿谷6-5口説		ひゃくにん
60-028-01	平曲譜本	6605	3554	百	百	百年	百年の			1								上××××	HLLL	7下惟水13-4白声		ひゃくねん
60-028-01	平曲譜本	6606	3554	年	年	百年	百年の			2								上××××	HLLL	7下惟水13-4白声		ひゃくねん
60-028-01	平曲譜本	6607	3555	百	百	百騎	百騎斗が			1								×××上コ××	LHH～LLH	15下勝浦13-1口説		ひゃっき
60-028-01	平曲譜本	6608	3555	騎	騎	百騎	百騎斗が			2								×××上コ××	LHH～LLH	15下勝浦13-1口説		ひゃっき
60-028-01	平曲譜本	6609	3556	百	百	百騎	百騎斗゛りが			1								×××上コ××	LHH～LLH	10下忠最2-2口説		ひゃっき
60-028-01	平曲譜本	6610	3556	騎	騎	百騎	百騎斗゛りが			2								×××上コ××	LHH～LLH	10下忠最2-2口説		ひゃっき
60-028-01	平曲譜本	6611	3557	百	百	百騎	百騎斗りには			1								×××上上×××	LHH～LLH	8上飛脚8-2素声		ひゃっき
60-028-01	平曲譜本	6612	3557	騎	騎	百騎	百騎斗りには			2								×××上上×××	LHH～LLH	8上飛脚8-2素声		ひゃっき
60-028-01	平曲譜本	6613	3558	百	百	百騎	百騎ばかりにて			1								×××上コ×××	LHH～LLH	14上六度21-5口説		ひゃっき
60-028-01	平曲譜本	6614	3558	騎	騎	百騎	百騎ばかりにて			2								×××上コ×××	LHH～LLH	14上六度21-5口説		ひゃっき
60-028-01	平曲譜本	6615	3559	百	百	百騎	百騎斗゛ﾘの			1								×××上上××	LHH～LLH	10下忠最7-3白声		ひゃっき
60-028-01	平曲譜本	6616	3559	騎	騎	百騎	百騎斗゛ﾘの			2								×××上上××	LHH～LLH	10下忠最7-3白声		ひゃっき
60-028-01	平曲譜本	6617	3560	百	百	百騎	百騎斗゛りの			1								×××上コ××	LHH～LLH	15下勝浦5-2口説		ひゃっき
60-028-01	平曲譜本	6618	3560	騎	騎	百騎	百騎斗゛りの			2								×××上コ××	LHH～LLH	15下勝浦5-2口説		ひゃっき
60-028-01	平曲譜本	6619	3561	百	百	百騎	百騎を			1								××上上	LHH～LLH	13上倶利4-1口説		ひゃっき
60-028-01	平曲譜本	6620	3561	騎	騎	百騎	百騎を			2								××上上	LHH～LLH	13上倶利4-1口説		ひゃっき
60-028-01	平曲譜本	6621	3562	百	百	百騎	百騎を			1								××上上	LHH～LLH	13上倶利4-2口説		ひゃっき
60-028-01	平曲譜本	6622	3562	騎	騎	百騎	百騎を			2								××上上	LHH～LLH	13上倶利4-2口説		ひゃっき
60-028-01	平曲譜本	6623	3563	悲	悲	悲涙	悲涙ｲを			1								上×××	HLL	8上法印17-4口説		ひるい
60-028-01	平曲譜本	6624	3563	涙	涙	悲涙	悲涙ｲを			2								上×××	HLL	8上法印17-4口説		ひるい
60-028-01	平曲譜本	6625	3564	美	美	美麗	美麗なりけるが			1								コ×××××××	HLL	6下木最2-1口説		びれい
60-028-01	平曲譜本	6626	3564	麗	麗	美麗	美麗なりけるが			2								コ×××××××	HLL	6下木最2-1口説		びれい
60-028-01	平曲譜本	6627	3565	美	美	美麗	美゛麗なりければ			1								上×××××××	HLL	2下敦盛6-1白声		びれい
60-028-01	平曲譜本	6628	3565	麗	麗	美麗	美゛麗なりければ			2								上×××××××	HLL	2下敦盛6-1白声		びれい
60-028-01	平曲譜本	6629	3566	披	披	披露	披露			1								上××	HLL	2上祇女14-4口説		ひろう
60-028-01	平曲譜本	6630	3566	露	露	披露	披露			2								上××	HLL	2上祇女14-4口説		ひろう
60-028-01	平曲譜本	6631	3567	披	披	披露	披露			1								上××	HLL	2下泊瀬5-2口説		ひろう
60-028-01	平曲譜本	6632	3567	露	露	披露	披露			2								上××	HLL	2下泊瀬5-2口説		ひろう
60-028-01	平曲譜本	6633	3568	披	披	披露	披露			1								上××	HLL	5上感陽13-1素声		ひろう
60-028-01	平曲譜本	6634	3568	露	露	披露	披露			2								上××	HLL	5上感陽13-1素声		ひろう
60-028-01	平曲譜本	6635	3569	披	披	披露	披露			1								上××	HLL	7上烽火17-2口説		ひろう
60-028-01	平曲譜本	6636	3569	露	露	披露	披露			2								上××	HLL	7上烽火17-2口説		ひろう
60-028-01	平曲譜本	6637	3570	披	披	披露	披露			1								上××	HLL	10下六乞73-1口説		ひろう
60-028-01	平曲譜本	6638	3570	露	露	披露	披露			2								上××	HLL	10下六乞73-1口説		ひろう
60-028-01	平曲譜本	6639	3571	披	披	披露	披露			1								上××	HLL	13上北国12-2口説		ひろう
60-028-01	平曲譜本	6640	3571	露	露	披露	披露			2								上××	HLL	13上北国12-2口説		ひろう
60-028-01	平曲譜本	6641	3572	披	披	披露	披露			1								上××	HLL	13下瀬尾13-3口説		ひろう
60-028-01	平曲譜本	6642	3572	露	露	披露	披露			2								上××	HLL	13下瀬尾13-3口説		ひろう
60-028-01	平曲譜本	6643	3573	披	披	披露	披露			1								コ××	HLL	5上感陽15-4口説		ひろう
60-028-01	平曲譜本	6644	3573	露	露	披露	披露			2								コ××	HLL	5上感陽15-4口説		ひろう
60-028-01	平曲譜本	6645	3574	披	披	披露	披露			1								コ××	HLL	7上烽火17-3口説		ひろう
60-028-01	平曲譜本	6646	3574	露	露	披露	披露			2								コ××	HLL	7上烽火17-3口説		ひろう
60-028-01	平曲譜本	6647	3575	披	披	披露	披露			1								コ××	HLL	8上法印39-1口説		ひろう
60-028-01	平曲譜本	6648	3575	露	露	披露	披露			2								コ××	HLL	8上法印39-1口説		ひろう
60-028-01	平曲譜本	6649	3576	披	披	披露	披露			1								コ××	HLL	10下六乞2-2口説		ひろう
60-028-01	平曲譜本	6650	3576	露	露	披露	披露			2								コ××	HLL	10下六乞2-2口説		ひろう
60-028-01	平曲譜本	6651	3577	披	披	披露	披露の			1								コ×××	HLL	7上烽火17-5口説		ひろう
60-028-01	平曲譜本	6652	3577	露	露	披露	披露の			2								コ×××	HLL	7上烽火17-5口説		ひろう
60-028-01	平曲譜本	6653	3578	披	披	披露	披露を			1								コ×××	HLL	8上法印8-3口説		ひろう
60-028-01	平曲譜本	6654	3578	露	露	披露	披露を			2								コ×××	HLL	8上法印8-3口説		ひろう
60-028-01	平曲譜本	6655	3579	尾	尾	尾籠	尾籠に			1								上中中中	HLL	替句殿下2-1指声		びろう
60-028-01	平曲譜本	6656	3579	籠	籠	尾籠	尾籠に			2								上中中中	HLL	替句殿下2-1指声		びろう
60-028-01	平曲譜本	6657	3580	尾	尾	尾籠	尾籠に			1								コ×××	HLL	6上殿下17-4口説		びろう
60-028-01	平曲譜本	6658	3580	籠	籠	尾籠	尾籠に			2								コ×××	HLL	6上殿下17-4口説		びろう
60-028-01	平曲譜本	6659	3581	無	無	無音	無゛音〈ｲﾝ〉なりければ			1								上上上×××××	HHH	8上法印15-5素声		ぶいん
60-028-01	平曲譜本	6660	3581	音	音	無音	無゛音〈ｲﾝ〉なりければ			2								上上上×××××	HHH	8上法印15-5素声		ぶいん
60-028-01	平曲譜本	6661	3582	封	封	封	封をだに			1								上××××	HL	15下文沙9-4口説		ふう
60-028-01	平曲譜本	6662	3583	夫	夫	夫婦	夫婦共に			1								上×××××	HLL	五句大塔2-1口説		ふうふ
60-028-01	平曲譜本	6663	3583	婦	婦	夫婦	夫婦共に			2								上×××××	HLL	五句大塔2-1口説		ふうふ
60-028-01	平曲譜本	6664	3584	夫	夫	夫婦	夫婦ともに			1								上×××××	HLL	5上厳幸13-1素声		ふうふ
60-028-01	平曲譜本	6665	3584	婦	婦	夫婦	夫婦ともに			2								上×××××	HLL	5上厳幸13-1素声		ふうふ
60-028-01	平曲譜本	6666	3585	夫	夫	夫婦	夫婦の			1								上×××	HLL	12上僧死21-2素声		ふうふ
60-028-01	平曲譜本	6667	3585	婦	婦	夫婦	夫婦の			2								上×××	HLL	12上僧死21-2素声		ふうふ
60-028-01	平曲譜本	6668	3586	浮	浮	浮雲	浮〈ﾌ〉雲ﾝ			1								上××	HLL	灌頂六道31-2口説		ふうん
60-028-01	平曲譜本	6669	3586	雲	雲	浮雲	浮〈ﾌ〉雲ﾝ			2								上××	HLL	灌頂六道31-2口説		ふうん
60-028-01	平曲譜本	6670	3587	無	無	無鹽	無゛塩ﾝと			1								上上××	HHL	7下猫間6-1白声		ぶえん
60-028-01	平曲譜本	6671	3587	鹽	塩	無鹽	無゛塩ﾝと			2								上上××	HHL	7下猫間6-1白声		ぶえん
60-028-01	平曲譜本	6672	3588	無	無	無鹽	無塩の平ﾗ茸〈ﾀｹ〉			1								上上上上上上××	HHL	7下猫間6-2白声		ぶえん
60-028-01	平曲譜本	6673	3588	鹽	塩	無鹽	無塩の平ﾗ茸〈ﾀｹ〉			2								上上上上上上××	HHL	7下猫間6-2白声		ぶえん
60-028-01	平曲譜本	6674	3589	不	不	不覺	不覚でこそ			1								××上上上×	LHH～LLH	5下二魁15-5素声		ふかく
60-028-01	平曲譜本	6675	3589	覺	覚	不覺	不覚でこそ			2								××上上上×	LHH～LLH	5下二魁15-5素声		ふかく
60-028-01	平曲譜本	6676	3590	不	不	不覺	高名不覚をば			1								××上コ×××××	LHH～LLH	14上一魁16-3口説		ふかく
60-028-01	平曲譜本	6677	3590	覺	覚	不覺	高名不覚をば			2								××上コ×××××	LHH～LLH	14上一魁16-3口説		ふかく
60-028-01	平曲譜本	6678	3591	不	不	不覺	高名不覚をも			1								××上上×××××	LHH～LLH	14上一魁32-2素声		ふかく
60-028-01	平曲譜本	6679	3591	覺	覚	不覺	高名不覚をも			2								××上上×××××	LHH～LLH	14上一魁32-2素声		ふかく
60-028-01	平曲譜本	6680	3592	舞	舞	舞樂	舞楽			1								コ××	HLL	1上厳還1-5口説		ぶがく
60-028-01	平曲譜本	6681	3592	樂	楽	舞樂	舞楽			2								コ××	HLL	1上厳還1-5口説		ぶがく
60-028-01	平曲譜本	6682	3593	舞	舞	舞樂	舞楽も			1								上×××	HLL	3上徳大14-1口説		ぶがく
60-028-01	平曲譜本	6683	3593	樂	楽	舞樂	舞楽も			2								上×××	HLL	3上徳大14-1口説		ぶがく
60-028-01	平曲譜本	6684	3594	舞	舞	舞樂	舞楽も			1								上×××	HLL	9上院崩2-1口説		ぶがく
60-028-01	平曲譜本	6685	3594	樂	楽	舞樂	舞楽も			2								上×××	HLL	9上院崩2-1口説		ぶがく
60-028-01	平曲譜本	6686	3595	不	不	不吉	不吉[ﾉﾑ]なりとて			1								上上コ××××	HHH	12下横田18-2口説		ふきつ
